"","species","genus_species","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"1110","Cervus euopis","Cervus euopis",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","Cervus eustephanus","Cervus eustephanus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Cervus gouazoupira","Cervus gouazoupira",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","Cervus hanglu","Cervus hanglu","Cervidae","Artiodactyla",NA,NA,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","Cervus heterocerus","Cervus heterocerus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","Cervus macneilli","Cervus macneilli",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","Cervus mandarinus","Cervus mandarinus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","Cervus megaceros","Cervus megaceros",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","Cervus mexicanus","Cervus mexicanus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","Cervus muntjak","Cervus muntjak",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Cervus nippon","Cervus nippon","Cervidae","Artiodactyla",53000,1,"No",NA,"Least Concern",NA,NA,"establishing_ex_situ_production","food_human","medicine","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","Cervus peruvianus","Cervus peruvianus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","Cervus savini","Cervus savini",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","Cervus spatulatus","Cervus spatulatus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","Cervus tavistocki","Cervus tavistocki",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","Cervus thoroldi","Cervus thoroldi",NA,"Artiodactyla",NA,NA,"Yes",31.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","Cervus tibetanus","Cervus tibetanus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","Cervus timoriensis","Cervus timoriensis",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","Cetotherium gastaldii","Cetotherium gastaldii",NA,"Cetacea",NA,NA,"Yes",44.904583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","Cetotherium moreni","Cetotherium moreni",NA,"Artiodactyla",NA,NA,"Yes",-44.4627705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","Cetotherium rathkii","Cetotherium rathkii",NA,"Cetacea",NA,NA,"Yes",45.189888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","Cetotherium riabinini","Cetotherium riabinini",NA,"Cetacea",NA,NA,"Yes",46.974998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","Chacodelphys formosa","Chacodelphys formosa","Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","Chaerephon aloysiisabaudiae","Chaerephon aloysiisabaudiae","Molossidae","Chiroptera",14.53,0,"Yes",6.725,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","Chaerephon ansorgei","Chaerephon ansorgei","Molossidae","Chiroptera",16.14,1,"Yes",-5.01125,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","Chaerephon atsinanana","Chaerephon atsinanana","Molossidae","Chiroptera",NA,NA,"Yes",-18.9603915,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","Chaerephon bemmeleni","Chaerephon bemmeleni","Molossidae","Chiroptera",19,1,"Yes",6.7381,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Chaerephon bivittatus","Chaerephon bivittatus","Molossidae","Chiroptera",15.42,1,"Yes",-0.23,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","Chaerephon bregullae","Chaerephon bregullae","Molossidae","Chiroptera",14.53,0,"Yes",-16.753357,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Chaerephon chapini","Chaerephon chapini","Molossidae","Chiroptera",10,1,"Yes",-12.60032,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Chaerephon gallagheri","Chaerephon gallagheri","Molossidae",NA,18.65,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Chaerephon jobensis","Chaerephon jobensis","Molossidae","Chiroptera",16.89,1,"Yes",-16.723888,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","Chaerephon jobimena","Chaerephon jobimena","Molossidae","Chiroptera",NA,NA,"Yes",-12.93871,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","Chaerephon johorensis","Chaerephon johorensis","Molossidae","Chiroptera",18.65,2,"Yes",5.815,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","Chaerephon leucogaster","Chaerephon leucogaster","Molossidae","Chiroptera",12.5,1,"Yes",-16.116017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Chaerephon major","Chaerephon major","Molossidae","Chiroptera",14.75,1,"Yes",9.24,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Chaerephon nigeriae","Chaerephon nigeriae","Molossidae","Chiroptera",19.8,1,"Yes",-13.55,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","Chaerephon plicatus","Chaerephon plicatus","Molossidae","Chiroptera",21.83,1,"Yes",11.56516,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","Chaerephon pumilus","Chaerephon pumilus","Molossidae","Chiroptera",10.98,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Chaerephon pusillus","Chaerephon pusillus","Molossidae","Chiroptera",NA,NA,"Yes",-1.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","Chaerephon russatus","Chaerephon russatus","Molossidae","Chiroptera",16.98,1,"Yes",2.7096555,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","Chaerephon shortridgei","Chaerephon shortridgei","Molossidae","Chiroptera",14.53,0,"Yes",-19.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","Chaerephon solomonis","Chaerephon solomonis","Molossidae","Chiroptera",14.53,0,"Yes",-8.261932,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","Chaerephon tomensis","Chaerephon tomensis","Molossidae","Chiroptera",7.48,1,"Yes",0.291418,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","Chaeropus ecaudatus","Chaeropus ecaudatus","Peramelidae","Peramelemorphia",NA,NA,"No",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","Chaeropus yirratji","Chaeropus yirratji",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","Chaetocauda sichuanensis","Chaetocauda sichuanensis","Gliridae",NA,31.51,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","Chaetodipus ammophilus",NA,NA,NA,NA,NA,"No",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","Chaetodipus arenarius","Chaetodipus arenarius","Heteromyidae","Rodentia",23,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","Chaetodipus artus","Chaetodipus artus","Heteromyidae","Rodentia",21.74,2,"Yes",25.2686636722585,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","Chaetodipus baileyi","Chaetodipus baileyi","Heteromyidae","Rodentia",26.35,1,"Yes",31.829213,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","Chaetodipus californicus","Chaetodipus californicus","Heteromyidae","Rodentia",22,1,"Yes",35.328224227514,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","Chaetodipus dalquesti","Chaetodipus dalquesti","Heteromyidae","Rodentia",20.31,0,"Yes",23.717204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","Chaetodipus eremicus","Chaetodipus eremicus","Heteromyidae","Rodentia",20.31,0,"Yes",30,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","Chaetodipus fallax","Chaetodipus fallax","Heteromyidae","Rodentia",18.7,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","Chaetodipus formosus","Chaetodipus formosus","Heteromyidae","Rodentia",19.45,1,"Yes",36.0806820061957,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","Chaetodipus goldmani","Chaetodipus goldmani","Heteromyidae","Rodentia",23,1,"Yes",26.913889,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","Chaetodipus hispidus","Chaetodipus hispidus","Heteromyidae","Rodentia",32,1,"Yes",34.56041,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","Chaetodipus intermedius","Chaetodipus intermedius","Heteromyidae","Rodentia",16.5,1,"Yes",32.5287582236457,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","Chaetodipus lineatus","Chaetodipus lineatus","Heteromyidae","Rodentia",23,1,"Yes",22.548611,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","Chaetodipus nelsoni","Chaetodipus nelsoni","Heteromyidae","Rodentia",15.75,1,"Yes",24.3226766017868,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","Chaetodipus penicillatus","Chaetodipus penicillatus","Heteromyidae","Rodentia",16.89,1,"Yes",31.8727,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","Chaetodipus pernix","Chaetodipus pernix","Heteromyidae","Rodentia",17,1,"Yes",25.0684082837997,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","Chaetodipus rudinoris","Chaetodipus rudinoris","Heteromyidae","Rodentia",20.31,0,"Yes",29.4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","Chaetodipus siccus","Chaetodipus arenarius siccus","Heteromyidae","Rodentia",NA,NA,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","Chaetodipus spinatus","Chaetodipus spinatus","Heteromyidae","Rodentia",16.35,1,"Yes",26.4828,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","Chaetomys subspinosus","Chaetomys subspinosus","Erethizontidae","Rodentia",1299.99,1,"Yes",-19.935556,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Chaetophractus nationi","Chaetophractus nationi","Dasypodidae","Cingulata",2150.01,1,"Yes",-16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","Chaetophractus vellerosus","Chaetophractus vellerosus","Dasypodidae","Cingulata",1030.01,1,"Yes",-25.795455,"Least Concern",NA,NA,"food_human","handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","Chaetophractus villosus","Chaetophractus villosus","Dasypodidae","Cingulata",4540.04,1,"Yes",-37.490813,"Least Concern",NA,NA,"food_human","handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","Chalinolobus dwyeri","Chalinolobus dwyeri","Vespertilionidae","Chiroptera",9.03,1,"Yes",-32.376399,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","Chalinolobus gouldii","Chalinolobus gouldii","Vespertilionidae","Chiroptera",14.47,1,"Yes",-33.389184,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","Chalinolobus morio","Chalinolobus morio","Vespertilionidae","Chiroptera",8.77,1,"Yes",-35.194927,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","Chalinolobus neocaledonicus","Chalinolobus neocaledonicus","Vespertilionidae","Chiroptera",8.71,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","Chalinolobus nigrogriseus","Chalinolobus nigrogriseus","Vespertilionidae","Chiroptera",8.8,1,"Yes",-17.680278,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","Chalinolobus picatus","Chalinolobus picatus","Vespertilionidae","Chiroptera",5.1,1,"Yes",-31.403031,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","Chalinolobus tuberculatus","Chalinolobus tuberculatus","Vespertilionidae","Chiroptera",8.5,1,"Yes",-38.963376,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","Chalinolobus variegetus","Chalinolobus variegetus",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","Cheirogaleus adipicaudatus","Cheirogaleus medius","Cheirogaleidae",NA,285.39,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","Cheirogaleus andysabini","Cheirogaleus andysabini",NA,NA,NA,NA,"Yes",NA,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","Cheirogaleus crossleyi","Cheirogaleus crossleyi","Cheirogaleidae","Primates",285.39,0,"Yes",-18.927589,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","Cheirogaleus grovesi","Cheirogaleus minusculus",NA,NA,NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","Cheirogaleus lavasoensis","Cheirogaleus lavasoensis","Cheirogaleidae","Primates",NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","Cheirogaleus major","Cheirogaleus major","Cheirogaleidae","Primates",450,1,"Yes",-18.93,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","Cheirogaleus medius","Cheirogaleus medius","Cheirogaleidae","Primates",181,1,"Yes",-19.9667,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","Cheirogaleus minusculus","Cheirogaleus minusculus","Cheirogaleidae","Primates",285.39,0,"Yes",-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","Cheirogaleus ravus","Cheirogaleus minusculus","Cheirogaleidae",NA,285.39,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","Cheirogaleus shethi","Cheirogaleus shethi",NA,NA,NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","Cheirogaleus sibreei","Cheirogaleus sibreei","Cheirogaleidae","Primates",285.39,0,"Yes",-18.9167,"Critically Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","Cheirogaleus smithii","Cheirogaleus smithii",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","Cheirogaleus thomasi","Cheirogaleus thomasi",NA,"Primates",NA,NA,"Yes",-24.5833,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","Cheiromeles parvidens","Cheiromeles parvidens","Molossidae","Chiroptera",163.5,0,"Yes",13.0489445,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","Cheiromeles torquatus","Cheiromeles torquatus","Molossidae","Chiroptera",163.5,1,"Yes",2.495513,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","Chelemys delfini","Chelemys delfini","Cricetidae",NA,61.02,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","Chelemys macronyx","Chelemys macronyx","Cricetidae","Rodentia",73.3,1,"Yes",-45.52,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","Chelemys megalonyx","Chelemys megalonyx","Cricetidae","Rodentia",50.8,1,"Yes",-32.9416675,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","Cheracebus lucifer","Cheracebus lucifer","Pitheciidae","Primates",NA,NA,"Yes",-3.721448,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","Cheracebus lugens","Cheracebus lugens","Pitheciidae","Primates",NA,NA,"Yes",2.647969,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","Cheracebus medemi","Cheracebus medemi",NA,"Primates",NA,NA,"Yes",0.466667,"Vulnerable",NA,NA,"food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","Cheracebus purinus","Cheracebus purinus","Pitheciidae","Primates",NA,NA,"Yes",NA,"Least Concern",NA,NA,"pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","Cheracebus regulus","Cheracebus regulus","Pitheciidae","Primates",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","Cheracebus torquatus","Cheracebus torquatus","Pitheciidae","Primates",NA,NA,"Yes",2.62,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","Chibchanomys orcesi","Chibchanomys orcesi","Cricetidae","Rodentia",50,0,"Yes",-2.8333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Chibchanomys trichotis","Chibchanomys trichotis","Cricetidae","Rodentia",50,1,"Yes",4.5706225,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","Chilomys instans","Chilomys instans","Cricetidae","Rodentia",19,1,"Yes",4.5910555,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","Chilonatalus macer","Chilonatalus macer",NA,"Chiroptera",NA,NA,"Yes",21.51667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","Chilonatalus micropus","Chilonatalus micropus","Natalidae","Chiroptera",2.5,1,"Yes",18.151671,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","Chilonatalus tumidifrons","Chilonatalus tumidifrons","Natalidae","Chiroptera",3.62,1,"Yes",25.17,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","Chimaerodipus auritus","Chimaerodipus auritus","Dipodidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","Chimarrogale hantu","Chimarrogale hantu","Soricidae","Eulipotyphla",55,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Chimarrogale himalayica","Chimarrogale himalayica","Soricidae","Soricomorpha",34.75,1,"Yes",24.02,"Least Concern",NA,NA,"medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","Chimarrogale leander","Chimarrogale leander","Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","Chimarrogale phaeura","Chimarrogale phaeura","Soricidae","Soricomorpha",31,1,"Yes",6.08333,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","Chimarrogale platycephalus","Chimarrogale platycephalus","Soricidae","Soricomorpha",36.32,1,"Yes",34.57611,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","Chimarrogale styani","Chimarrogale styani","Soricidae","Eulipotyphla",25.8,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","Chimarrogale sumatrana","Chimarrogale sumatrana","Soricidae",NA,27.89,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Chimarrogale varennei","Chimarrogale varennei","Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","Chinchilla chinchilla","Chinchilla chinchilla","Chinchillidae","Rodentia",499.99,1,"Yes",-24.466667,"Endangered",NA,NA,"establishing_ex_situ_production","pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","Chinchilla lanigera","Chinchilla lanigera","Chinchillidae","Rodentia",417,1,"Yes",34.4431945,"Endangered",NA,NA,"establishing_ex_situ_production","pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","Chinchillula sahamae","Chinchillula sahamae","Cricetidae","Rodentia",169.75,1,"Yes",-14.916666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
