"","species","ID","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"2106","Diplomys caniceps",3610419,"Echimyidae","Rodentia",394.5,1,"Yes",7.38,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","Diplomys labilis",3610456,"Echimyidae","Rodentia",227.5,1,"Yes",8.366667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108","Diplomys rufodorsalis",3610457,"Echimyidae","Rodentia",144.8,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109","Diplothrix legata",577539,"Muridae","Rodentia",76.52,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110","Dipodillus bottai",3608910,"Muridae",NA,35.1,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111","Dipodillus campestris",89162,"Muridae","Rodentia",27.58,1,"Yes",31.503059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","Dipodillus dasyurus",438464,"Muridae","Rodentia",27.5,1,"Yes",30.794062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","Dipodillus harwoodi",3608909,"Muridae","Rodentia",23.63,0,"Yes",-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","Dipodillus jamesi",3608912,"Muridae",NA,23.63,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","Dipodillus lowei",3608916,"Muridae",NA,34.71,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","Dipodillus mackilligini",3608911,"Muridae","Rodentia",34.37,2,"Yes",22.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117","Dipodillus maghrebi",3608917,"Muridae","Rodentia",23.63,0,"Yes",34.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118","Dipodillus nanus",7654691,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2119","Dipodillus rupicola",3608918,"Muridae","Rodentia",23.63,0,"Yes",15.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2120","Dipodillus simoni",809723,"Muridae","Rodentia",17.4,1,"Yes",31.583334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121","Dipodillus somalicus",3608913,"Muridae",NA,36.01,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122","Dipodillus stigmonyx",3608915,"Muridae","Rodentia",35.91,2,"Yes",7.87718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123","Dipodillus zakariai",3608914,"Muridae",NA,35.95,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124","Dipodomys agilis",734898,"Heteromyidae","Rodentia",57.85,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125","Dipodomys californicus",342246,"Heteromyidae","Rodentia",84.96,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126","Dipodomys compactus",844926,"Heteromyidae","Rodentia",49.25,1,"Yes",27.30639,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127","Dipodomys deserti",921967,"Heteromyidae","Rodentia",104.5,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128","Dipodomys elator",241216,"Heteromyidae","Rodentia",77.5,1,"Yes",34.318001,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129","Dipodomys elephantinus",665997,"Heteromyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130","Dipodomys gravipes",666006,"Heteromyidae","Rodentia",83.97,1,"Yes",30.683294,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131","Dipodomys heermanni",342226,"Heteromyidae","Rodentia",72,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132","Dipodomys ingens",669947,"Heteromyidae","Rodentia",133.85,1,"Yes",35.2426496200751,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133","Dipodomys insularis",666019,"Heteromyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134","Dipodomys merriami",37456,"Heteromyidae","Rodentia",42,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135","Dipodomys microps",37449,"Heteromyidae","Rodentia",54.6,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136","Dipodomys nelsoni",241218,"Heteromyidae","Rodentia",88.6,1,"Yes",26.674186,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137","Dipodomys nitratoides",666010,"Heteromyidae","Rodentia",43.9,1,"No",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","Dipodomys ordii",917328,"Heteromyidae","Rodentia",60.4,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","Dipodomys ornatus",6144701,NA,"Rodentia",NA,NA,"Yes",22.751667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140","Dipodomys panamintinus",342222,"Heteromyidae","Rodentia",74.7,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141","Dipodomys phillipsii",241220,"Heteromyidae","Rodentia",41,1,"Yes",19.594243,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142","Dipodomys simulans",320775,"Heteromyidae","Rodentia",70.36,0,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","Dipodomys spectabilis",748116,"Heteromyidae","Rodentia",135.88,1,"Yes",31.93285,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144","Dipodomys stephensi",844928,"Heteromyidae","Rodentia",69.75,1,"Yes",33.706796,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","Dipodomys venustus",666013,"Heteromyidae","Rodentia",72,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146","Dipus deasyi",7067188,"Dipodidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147","Dipus sagitta",475308,"Dipodidae","Rodentia",85.65,1,"No",NA,"Not Applicable","Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","Distoechurus pennatus",852215,"Acrobatidae","Diprotodontia",44.1,1,"Yes",-5.1,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149","Diunatans luctoretemergo",6145900,NA,"Cetacea",NA,NA,"Yes",51.41111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150","Djebelemur martinezi",4941594,NA,"Primates",NA,NA,"Yes",35.187778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","Dobsonia anderseni",3613450,"Pteropodidae","Chiroptera",233.99,1,"Yes",-2.1333,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","Dobsonia andersoni",48410,"Pteropodidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","Dobsonia beauforti",3613454,"Pteropodidae","Chiroptera",159.01,1,"Yes",-1.116667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","Dobsonia chapmani",3613453,"Pteropodidae","Chiroptera",216.03,0,"Yes",9.5834,"Critically Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","Dobsonia crenulata",3613457,"Pteropodidae","Chiroptera",218.21,1,"Yes",0.88,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","Dobsonia emersa",3613452,"Pteropodidae",NA,195.5,1,"Yes",NA,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","Dobsonia exoleta",3613456,"Pteropodidae","Chiroptera",249,1,"Yes",-1.133333,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158","Dobsonia inermis",48409,"Pteropodidae","Chiroptera",149.5,1,"Yes",-8.00098,"Least Concern",NA,NA,"handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","Dobsonia magna",340690,"Pteropodidae","Chiroptera",465,1,"Yes",-5.966,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160","Dobsonia minor",48408,"Pteropodidae","Chiroptera",78.23,1,"Yes",-5.01226791591322,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","Dobsonia moluccensis",1032365,"Pteropodidae","Chiroptera",381.44,1,"Yes",-3.3167,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","Dobsonia pannietensis",48407,"Pteropodidae","Chiroptera",267.7,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","Dobsonia peronii",3613451,"Pteropodidae","Chiroptera",226.51,1,"Yes",-8.5913,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","Dobsonia praedatrix",48403,"Pteropodidae","Chiroptera",188.68,1,"Yes",-4.1167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","Dobsonia viridis",48402,"Pteropodidae","Chiroptera",238,1,"Yes",-2.96,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","Dolichopithecus ruscinensis",3607645,NA,"Primates",NA,NA,"Yes",46.016666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167","Dolichotis patagonum",754336,"Caviidae","Rodentia",8000,1,"No",NA,"Near Threatened",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","Dolichotis salinicola",484311,"Caviidae","Rodentia",1600,1,"Yes",-23.473333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","Dologale dybowskii",3613299,"Herpestidae","Carnivora",350,1,"Yes",3.733333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170","Dorcatragus megalotis",607102,"Bovidae","Artiodactyla",10249.91,1,"Yes",9.61263,"Vulnerable",NA,NA,"food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","Dorcopsis atrata",3606989,"Macropodidae",NA,5916.5,1,"Yes",NA,"Critically Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172","Dorcopsis auranticus",7657189,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173","Dorcopsis hageni",421009,"Macropodidae","Diprotodontia",5500,1,"Yes",-4.46517293027226,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174","Dorcopsis luctuosa",3606990,"Macropodidae","Diprotodontia",6352,1,"Yes",-8.950423,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175","Dorcopsis muelleri",3606991,"Macropodidae","Diprotodontia",5500,1,"Yes",-3.775766,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176","Dorcopsis mysoliae",7657190,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177","Dorcopsis veterum",567247,"Macropodidae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","Dorcopsulus macleayi",3606986,"Macropodidae","Diprotodontia",2988,1,"Yes",-9.88,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179","Dorcopsulus rothschildi",7657191,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180","Dorcopsulus vanheurni",46393,"Macropodidae","Diprotodontia",1785.75,1,"Yes",-3.9167,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","Dremomys everetti",3609137,"Sciuridae","Rodentia",147.5,1,"Yes",6.059989,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","Dremomys gularis",319003,"Sciuridae","Rodentia",190.97,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183","Dremomys lokriah",318993,"Sciuridae","Rodentia",227,1,"Yes",25.66667,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184","Dremomys pernyi",966461,"Sciuridae","Rodentia",198.63,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","Dremomys pyrrhomerus",318996,"Sciuridae","Rodentia",167.73,2,"Yes",28.175,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186","Dremomys rufigenis",724390,"Sciuridae","Rodentia",200,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187","Dromiciops gliroides",905267,"Microbiotheriidae","Microbiotheria",22.3,1,"Yes",-39.992,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188","Dryadonycteris capixaba",6146449,NA,NA,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","Drymoreomys albimaculatus",781394,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190","Dryomys laniger",1038452,"Gliridae","Rodentia",20,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191","Dryomys niethammeri",3608167,"Gliridae",NA,25.92,0,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","Dryomys nitedula",909552,"Gliridae","Rodentia",33.6,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","Dryopithecus brancoi",3607876,NA,"Primates",NA,NA,"Yes",48.393055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194","Dryopithecus giganteus",3607692,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195","Dryopithecus indicus",4941856,NA,"Primates",NA,NA,"Yes",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","Dryopithecus vancouveringi",4941662,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197","Dugong dugon",835324,"Dugongidae","Sirenia",310000,1,"Yes",-16.261778,"Vulnerable",NA,NA,"food_human","handicrafts_jewellery","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Dushimys larsi",6144746,NA,"Rodentia",NA,NA,"Yes",12.051337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","Dusicyon australis",408359,"Canidae","Carnivora",50003.45,1,"Yes",-44.05055,"Extinct",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200","Dusicyon avus",4117978,"Canidae","Carnivora",NA,NA,"Yes",-49.900002,"Extinct",NA,NA,"other","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201","Dusicyon darwini",7655959,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202","Dusicyon gymnocercus",7655960,NA,"Carnivora",NA,NA,"Yes",-22.334135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203","Dusicyon proplatensis",7655961,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204","Dyacopterus brooksi",3613518,"Pteropodidae",NA,78,0,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205","Dyacopterus richarti",7656278,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206","Dyacopterus rickarti",6146397,"Pteropodidae","Chiroptera",NA,NA,"Yes",8.188889,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207","Dyacopterus rickartii",7067762,"Pteropodidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","Dyacopterus spadiceus",606019,"Pteropodidae","Chiroptera",78,1,"Yes",3.117,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","Dymecodon pilirostris",375375,"Talpidae","Soricomorpha",15.46,1,"Yes",36.03611,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","Echimys chrysurus",360967,"Echimyidae","Rodentia",652.5,1,"Yes",1.543415,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","Echimys saturnus",3609812,"Echimyidae","Rodentia",626.9,1,"Yes",-1.06317,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","Echimys semivillosus",1002066,"Echimyidae","Rodentia",200,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","Echimys vieirai",3609811,NA,NA,NA,NA,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214","Echinoprocta rufescens",3609665,"Erethizontidae","Rodentia",831.8,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215","Echinops telfairi",222351,"Tenrecidae","Afrosoricida",180,1,"Yes",-23.1189025,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216","Echinosorex gymnura",1027567,"Erinaceidae","Erinaceomorpha",957,1,"Yes",3.95,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Echiothrix centrosa",3609908,"Muridae","Rodentia",71.33,0,"Yes",NA,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218","Echiothrix leucura",3610904,"Muridae","Rodentia",63.68,2,"Yes",0.7638,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219","Echymipera clara",775062,"Peramelidae","Peramelemorphia",1236.5,1,"Yes",-4.84272813851806,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220","Echymipera davidi",3606655,"Peramelidae",NA,950,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221","Echymipera echinista",3606654,"Peramelidae",NA,1000,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222","Echymipera gargantua",7657249,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","Echymipera kalabu",7657250,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224","Echymipera kalubu",657605,"Peramelidae","Peramelemorphia",782.17,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","Echymipera rufescens",775055,"Peramelidae","Peramelemorphia",1100,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","Ectophylla alba",842061,"Phyllostomidae","Chiroptera",5.76,1,"Yes",10.43333,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","Ectopocynus antiquus",3612620,NA,"Carnivora",NA,NA,"Yes",43.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228","Ectopocynus intermedius",3612617,NA,"Carnivora",NA,NA,"Yes",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229","Ectopocynus simplicidens",3612619,NA,"Carnivora",NA,NA,"Yes",42.799999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230","Eidolon dupreanum",113376,"Pteropodidae","Chiroptera",283.75,1,"Yes",-15.1020755,"Vulnerable",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231","Eidolon helvum",610862,"Pteropodidae","Chiroptera",253.31,1,"Yes",4.9,"Near Threatened",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232","Eira barbara",381140,"Mustelidae","Carnivora",3910.03,1,"Yes",5.157665,"Least Concern",NA,NA,"wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","Elaphodus cephalophus",57105,"Cervidae","Artiodactyla",33500,1,"Yes",30.41,"Near Threatened",NA,NA,"food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","Elaphodus ichangensis",7655663,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","Elaphodus michianus",7655664,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
