"","species","id"
"2192","Funambulus tristriatus",3609135
"2193","Funisciurus anerythrus",879579
"2194","Funisciurus bayonii",3609128
"2195","Funisciurus carruthersi",524854
"2196","Funisciurus congicus",3609134
"2197","Funisciurus duchaillui",3609132
"2198","Funisciurus isabella",3609131
"2199","Funisciurus lemniscatus",3609129
"2200","Funisciurus leucogenys",3609133
"2201","Funisciurus pyrropus",152106
"2202","Funisciurus substriatus",3609130
"2203","Furipterus caerulescens",7656308
"2204","Furipterus coerulescens",7656309
"2205","Furipterus horrens",1060469
"2206","Galago alleni",173071
"2207","Galago braccatus",7655187
"2208","Galago demidoffi",7655188
"2209","Galago dunni",7655189
"2210","Galago gabonensis",323060
"2211","Galago gallarum",552578
"2212","Galago granti",323055
"2213","Galagoides cocos",3607492
"2214","Galagoides demidoffi",7655192
"2215","Galagoides kumbirensis",7655193
"2216","Galagoides orinus",679563
"2217","Galagoides rondoensis",3607491
"2218","Galagoides thomasi",202831
"2219","Galagoides udzungwensis",7655194
"2220","Galago matschiei",271531
"2221","Galago minor",7655190
"2222","Galago moholi",311214
"2223","Galea flavidens",3609883
"2224","Galea monasteriensis",264229
"2225","Galea spixii",1010504
"2226","Galecynus latidens",3612625
"2227","Galemys pyrenaicus",510297
"2228","Galenomys garleppi",3610795
"2229","Galeopterus peninsulae",7654305
"2230","Galeopterus variegates",3607464
"2231","Galerella flavescens",3613283
"2232","Galerella nigrata",252765
"2233","Galerella ochracea",3613284
"2234","Galerella pulverulenta",658638
"2235","Galerella sanguinea",750158
"2236","Galictis cuja",1061040
"2237","Galictis vittata",381130
"2238","Galidictis fasciata",556857
"2239","Galidictis grandidieri",3613138
"2240","Galidictis ornatus",7656112
"2241","Gardnerycteris crenulatum",792611
"2242","Gardnerycteris keenani",7067805
"2243","Gardnerycteris koepckeae",3613579
"2244","Gazella albonotata",7655505
"2245","Gazella arabica",740848
"2246","Gazella bennettii",702517
"2247","Gazella christyi",7655506
"2248","Gazella cuvieri",702515
"2249","Gazella deperdita",7655507
"2250","Gazella erlangeri",663601
"2251","Gazella isabella",7655508
"2252","Gazella leptoceros",702510
"2253","Gazella littoralis",7655509
"2254","Gazella loderi",7655510
"2255","Gazella lydekkeri",7655511
"2256","Gazella merrilli",7655512
"2257","Gazella muscatensis",7655513
"2258","Gazella saudiya",702504
"2259","Gazella spekei",702498
"2260","Gazella walleri",7655514
"2261","Gazella yarkendensis",7655515
"2262","Genetta abyssinica",3613140
"2263","Genetta amer",7656228
"2264","Genetta angolensis",45851
"2265","Genetta bettoni",7656229
"2266","Genetta bini",7656230
"2267","Genetta bourloni",45845
"2268","Genetta cristata",45849
"2269","Genetta felina",194348
"2270","Genetta genetta",194343
"2271","Genetta grantii",7656231
"2272","Genetta johnstoni",159585
"2273","Genetta letabae",7656232
"2274","Genetta ludia",7656233
"2275","Genetta maculata",159579
"2276","Genetta pardina",45855
"2277","Genetta poensis",45853
"2278","Genetta servalina",159587
"2279","Genetta thierryi",159586
"2280","Genetta tigrina",350016
"2281","Genetta victoriae",45847
"2282","Geocapromys brownii",3609730
"2283","Geocapromys ingrahami",3609731
"2284","Geocapromys thoracatus",3609724
"2285","Geogale aurita",922733
"2286","Geomys arenarius",834817
"2287","Geomys attwateri",719911
"2288","Geomys cherriei",7654414
"2289","Geomys knoxjonesi",451267
"2290","Geomys streckeri",492465
"2291","Geomys tropicalis",834821
"2292","Georychus capensis",118556
"2293","Geoxus lafkenche",7067238
"2294","Geoxus valdivianus",885387
"2295","Gerbilliscus afra",630494
"2296","Gerbilliscus boehmi",3608905
"2297","Gerbilliscus brantsii",630497
"2298","Gerbilliscus gambianus",185333
"2299","Gerbilliscus guineae",240714
"2300","Gerbilliscus inclusus",3608907
"2301","Gerbilliscus kempi",240719
"2302","Gerbilliscus leucogaster",240724
"2303","Gerbilliscus nigricaudus",240732
"2304","Gerbilliscus phillipsi",3608908
"2305","Gerbilliscus robustus",240728
"2306","Gerbilliscus validus",240735
"2307","Gerbilliscus vicinus",19510
"2308","Gerbillurus paeba",818708
"2309","Gerbillurus setzeri",818709
"2310","Gerbillurus tytonis",504758
"2311","Gerbillurus vallinus",756674
"2312","Gerbillus acticola",3608987
"2313","Gerbillus agag",3608938
"2314","Gerbillus amoenus",3608949
"2315","Gerbillus aquilus",3608976
"2316","Gerbillus brockmani",3608971
"2317","Gerbillus burtoni",3608965
"2318","Gerbillus cheesmani",3608985
"2319","Gerbillus dongolanus",3608982
"2320","Gerbillus dunni",3608970
"2321","Gerbillus famulus",3608948
"2322","Gerbillus floweri",3608959
"2323","Gerbillus garamantis",3608942
"2324","Gerbillus gerbillus",404779
"2325","Gerbillus gleadowi",3608650
"2326","Gerbillus grobbeni",3608952
"2327","Gerbillus henleyi",263040
"2328","Gerbillus hesperinus",135787
"2329","Gerbillus hoogstraali",3608957
"2330","Gerbillus hoogstrali",549419
"2331","Gerbillus latastei",453946
"2332","Gerbillus mariae",7654693
"2333","Gerbillus mauritaniae",3608946
"2334","Gerbillus mesopotamiae",3608958
"2335","Gerbillus muriculus",3608961
"2336","Gerbillus nancillus",3608943
"2337","Gerbillus nanus",404777
"2338","Gerbillus nigeriae",426509
"2339","Gerbillus occiduus",549416
"2340","Gerbillus perpallidus",718288
"2341","Gerbillus poecilops",302093
"2342","Gerbillus principulus",3608960
"2343","Gerbillus pulvinatus",3608973
"2344","Gerbillus pusillus",3608950
"2345","Gerbillus rosalinda",3608936
"2346","Gerbillus syrticus",3608941
"2347","Gerbillus tarabuli",809720
"2348","Gerbillus vivax",3608968
"2349","Gerbillus watersi",3608944
"2350","Giraffa reticulata",811379
"2351","Giraffa tippelskirchi",108126
"2352","Glaucomys oregonensis",7067522
"2353","Glauconycteris alboguttata",3613630
"2354","Glauconycteris argentata",235402
"2355","Glauconycteris atra",7067856
"2356","Glauconycteris beatrix",176329
"2357","Glauconycteris curryae",3613634
"2358","Glauconycteris egeria",235416
"2359","Glauconycteris gleni",3613629
"2360","Glauconycteris humeralis",3613635
"2361","Glauconycteris kenyacola",3613627
"2362","Glauconycteris machadoi",3613632
"2363","Glauconycteris poensis",582931
"2364","Glauconycteris superba",7067860
"2365","Glauconycteris variegata",62950
"2366","Glironia venusta",606428
"2367","Glirulus japonicus",909549
"2368","Glischropus aquilus",5835528
"2369","Glischropus bucelaphus",7656413
"2370","Glischropus bucephalus",5835529
"2371","Glischropus javanus",3613900
"2372","Glischropus tylopus",505803
"2373","Glis glis",185345
"2374","Glis obtusangulus",7654884
"2375","Globicephala macrorhynchus",535886
"2376","Globicephala melas",124212
"2377","Glossophaga commissarisi",801225
"2378","Glossophaga leachii",227303
"2379","Glossophaga longirostris",227307
"2380","Glossophaga morenoi",227308
"2381","Glossophaga soricina",876514
"2382","Glyphonycteris behnii",3613571
"2383","Glyphonycteris daviesi",201779
"2384","Glyphonycteris sylvestris",599548
"2385","Glyphotes simus",97818
"2386","Golunda ellioti",170591
"2387","Gracilinanus aceramarcae",972310
"2388","Gracilinanus agilis",594366
"2389","Gracilinanus dryas",3606695
"2390","Gracilinanus emiliae",336660
"2391","Gracilinanus formosus",3606699
"2392","Gracilinanus ignitus",3606698
"2393","Gracilinanus longicaudus",5819831
"2394","Gracilinanus marica",3606700
"2395","Gracilinanus microtarsus",608036
"2396","Gracilinanus peruanus",5819830
"2397","Graecopithecus freybergi",3607873
"2398","Grammomys aridulus",3608639
"2399","Grammomys buntingi",3608646
"2400","Grammomys caniceps",3608642
"2401","Grammomys cometes",695709
"2402","Grammomys dolichurus",695712
"2403","Grammomys gazellae",398629
"2404","Grammomys gigas",3608644
"2405","Grammomys ibeanus",695715
"2406","Grammomys kuru",3608645
"2407","Grammomys macmillani",565390
"2408","Grammomys minnae",3608643
"2409","Grammomys ochraceus",7654746
"2410","Grammomys poensis",3608638
"2411","Grammomys surdaster",466623
"2412","Grampus griseus",154711
"2413","Graomys centralis",594074
"2414","Graomys chacoensis",476424
"2415","Graomys domorum",84868
"2416","Graomys edithae",3608234
"2417","Graomys griseoflavus",84870
"2418","Graphiurus angolensis",3608142
"2419","Graphiurus christyi",3608141
"2420","Graphiurus crassicaudatus",3608143
"2421","Graphiurus johnstoni",3608146
"2422","Graphiurus kelleni",1038454
"2423","Graphiurus lorraineus",461433
"2424","Graphiurus microtis",645179
"2425","Graphiurus monardi",3608147
"2426","Graphiurus murinus",159164
"2427","Graphiurus nagtglasii",3608137
"2428","Graphiurus ocularis",1038438
"2429","Graphiurus platyops",1038440
"2430","Graphiurus playtops",7654886
"2431","Graphiurus rupicola",3608144
"2432","Graphiurus surdus",3608139
"2433","Graphiurus walterverheyeni",6144698
"2434","Gricetoides aurorae",3612266
"2435","Gulo gulo",178247
"2436","Gulo nagelii",6145475
"2437","Gyldenstolpia planaltensis",7654612
"2438","Gymnobelideus leadbeateri",852208
"2439","Gymnuromys roberti",441617
"2440","Habromys chinanteco",567289
"2441","Habromys delicatulus",1093792
"2442","Habromys ixtlani",567291
"2443","Habromys lepturus",703288
"2444","Habromys lophurus",1065597
"2445","Habromys schmidlyi",1093791
"2446","Habromys simulatus",1093794
"2447","Hadromys humei",3610528
"2448","Hadromys yunnanensis",3610279
"2449","Hadropithecus stenognathus",370488
"2450","Haeromys margarettae",3610609
"2451","Haeromys minahassae",3611193
"2452","Halmaheramys bokimekot",5266716
"2453","Halmaheramys wallacei",7067419
"2454","Handleyomys alfaroi",509365
"2455","Handleyomys chapmani",4940985
"2456","Handleyomys fuscatus",3608227
"2457","Handleyomys guerrerensis",5559074
"2458","Handleyomys intectus",621037
"2459","Handleyomys melanotis",4940983
"2460","Handleyomys rhabdops",3608293
"2461","Handleyomys rostratus",509355
"2462","Handleyomys saturatior",509359
"2463","Hapalemur alaotrensis",3607542
"2464","Hapalemur aureus",671260
"2465","Hapalemur occidentalis",311692
"2466","Hapalomys delacouri",996976
"2467","Hapalomys longicaudatus",3608819
"2468","Haplonycteris fischeri",767030
"2469","Haringtonhippus francisci",3614861
"2470","Harpiocephalus harpia",842480
"2471","Harpiocephalus hilgendorfi",7656414
"2472","Harpiocephalus mordax",1053245
"2473","Harpiola grisea",3613626
"2474","Harpiola isodon",349635
"2475","Harpyionycteris celebensis",695394
"2476","Harpyionycteris whiteheadi",300431
"2477","Heimyscus fumosus",194430
"2478","Helarctos malayanus",679701
"2479","Heliophobius emini",7067159
"2480","Heliophobius spalax",7654477
"2481","Heliosciurus gambianus",879576
"2482","Heliosciurus multicolor",7654939
"2483","Heliosciurus mutabilis",3609044
"2484","Heliosciurus punctatus",3609045
"2485","Heliosciurus rufobrachium",706192
"2486","Heliosciurus ruwenzorii",152101
"2487","Heliosciurus undulatus",524856
"2488","Helladotherium gaudryi",7655684
"2489","Helladotherium olduvaiensis",7655685
"2490","Helogale atkinsoni",7656154
"2491","Helogale brunetta",7656155
"2492","Helogale brunnula",7656156
"2493","Helogale hirtula",645182
"2494","Helogale ivori",7656157
"2495","Helogale macmillani",7656158
"2496","Helogale mimetra",7656159
"2497","Helogale parvula",6940
"2498","Helogale percivali",7656160
"2499","Helogale varia",7656161
"2500","Helogale vetula",7656162
"2501","Helogale victorina",7656163
"2502","Hemibelideus lemuroides",1092098
"2503","Hemicentetes nigriceps",3607192
"2504","Hemicentetes semispinosus",542054
"2505","Hemiechinus collaris",3614701
"2506","Hemigalus derbyanus",194340
"2507","Hemitragus hylocrius",203064
"2508","Herpestes apiculatus",7656164
"2509","Herpestes badius",7656165
"2510","Herpestes cauui",7656166
"2511","Herpestes edwardsi",5835568
"2512","Herpestes flavidens",7656167
"2513","Herpestes fuscus",650599
"2514","Herpestes griseus",7656168
"2515","Herpestes ichneumon",749636
"2516","Herpestes naso",858555
"2517","Herpestes nepalensis",7656169
"2518","Herpestes nigripes",7656170
"2519","Herpestes punctulatus",7656171
"2520","Herpestes rutilus",7656172
"2521","Herpestes semitorquatus",3613295
"2522","Herpestes smithii",650603
"2523","Herpestes urva",121160
"2524","Herpestes vitticollis",650605
"2525","Herpestes widdringtoni",7656173
"2526","Hesperocyon coloradensis",3612574
"2527","Hesperocyon wilsoni",3612587
"2528","Hesperoptenus blanfordi",445745
"2529","Hesperoptenus doriae",3613899
"2530","Hesperoptenus gaskelli",3613898
"2531","Hesperoptenus tickelli",445742
"2532","Hesperoptenus tomesi",981290
"2533","Heterocephalus glaber",1048195
"2534","Heterohyrax blainvillii",7654197
"2535","Heterohyrax chapini",5819807
"2536","Heteromys anomalus",536724
"2537","Heteromys australis",849647
"2538","Heteromys catopterius",6144702
"2539","Heteromys gaumeri",797294
"2540","Heteromys goldmani",48907
"2541","Heteromys lepturus",7654424
"2542","Heteromys nelsoni",849645
"2543","Heteromys nubicolens",891782
"2544","Heteromys oasicus",3609613
"2545","Heteromys oresterus",48903
"2546","Heteromys teleus",3609614
"2547","Heteropsomys antillensis",3609969
"2548","Heteropsomys insulans",3609967
"2549","Hexaprotodon liberiensis",662806
"2550","Hexaprotodon madagascariensis",3612027
"2551","Hippocamelus antisensis",665508
"2552","Hippocamelus bisulcus",1063454
"2553","Hippopotamus antiquus",3612016
"2554","Hippopotamus laloumena",3612009
"2555","Hippopotamus lemerlei",3612012
"2556","Hippopotamus ponderosus",7655795
"2557","Hipposideros abae",648861
"2558","Hipposideros armiger",316920
"2559","Hipposideros atrox",6146415
"2560","Hipposideros beatus",828837
"2561","Hipposideros bicolor",1004816
"2562","Hipposideros boeadii",270976
"2563","Hipposideros breviceps",3614054
"2564","Hipposideros calcaratus",67611
"2565","Hipposideros camerunensis",3614055
"2566","Hipposideros cervinus",99589
"2567","Hipposideros cineraceus",295293
"2568","Hipposideros commersoni",156174
"2569","Hipposideros commersonii",6146416
"2570","Hipposideros coronatus",553022
"2571","Hipposideros corynophyllus",3614064
"2572","Hipposideros coxi",221203
"2573","Hipposideros crumeniferus",3614057
"2574","Hipposideros curtus",3614074
"2575","Hipposideros cyclops",648859
"2576","Hipposideros demissus",3614072
"2577","Hipposideros dinops",70231
"2578","Hipposideros doriae",486451
"2579","Hipposideros durgadasi",3614076
"2580","Hipposideros dyacorum",221205
"2581","Hipposideros edwardshilli",3614053
"2582","Hipposideros einnaythu",6146417
"2583","Hipposideros fuliginosus",690301
"2584","Hipposideros fulvus",732289
"2585","Hipposideros galeritus",672834
"2586","Hipposideros gigas",690299
"2587","Hipposideros grandis",566106
"2588","Hipposideros griffini",284369
"2589","Hipposideros halophyllus",445749
"2590","Hipposideros hypophyllus",3614058
"2591","Hipposideros indus",7656312
"2592","Hipposideros inexpectatus",3614065
"2593","Hipposideros inornatus",3614061
"2594","Hipposideros jonesi",690296
"2595","Hipposideros khaokhouayensis",67613
"2596","Hipposideros khasiana",566107
"2597","Hipposideros kunzi",7067770
"2598","Hipposideros lamottei",3614069
"2599","Hipposideros lankadiva",485282
"2600","Hipposideros larvatus",1073067
"2601","Hipposideros lekaguli",553025
"2602","Hipposideros lylei",445736
"2603","Hipposideros macrobullatus",3614060
"2604","Hipposideros madurae",3614068
"2605","Hipposideros maggietaylorae",3614062
"2606","Hipposideros marisae",3614084
"2607","Hipposideros megalotis",3614080
"2608","Hipposideros muscinus",3614071
"2609","Hipposideros nequam",3614070
"2610","Hipposideros nicobarulae",6146419
"2611","Hipposideros obscurus",1066860
"2612","Hipposideros orbiculus",3614052
"2613","Hipposideros papua",3614083
"2614","Hipposideros pelingensis",1066864
"2615","Hipposideros pratti",791907
"2616","Hipposideros pygmaeus",31957
"2617","Hipposideros ridleyi",221199
"2618","Hipposideros rotalis",324664
"2619","Hipposideros ruber",432538
"2620","Hipposideros scutinares",1066867
"2621","Hipposideros semoni",3614077
"2622","Hipposideros sorenseni",3614079
"2623","Hipposideros speoris",73398
"2624","Hipposideros speouis",7656314
"2625","Hipposideros stenotis",3614075
"2626","Hipposideros sumbae",3614067
"2627","Hipposideros templetonii",7656315
"2628","Hipposideros terasensis",316918
"2629","Hipposideros thomensis",3614066
"2630","Hipposideros vittatus",3614059
"2631","Hipposideros wollastoni",3614073
"2632","Hippotragus leucophaeus",860776
"2633","Hippotragus niro",7655590
"2634","Histiotus alienus",3613721
"2635","Histiotus diaphanopterus",6146502
"2636","Histiotus humboldti",3613719
"2637","Histiotus laephotis",3613724
"2638","Histiotus macrotus",10323
"2639","Histiotus magellanicus",235397
"2640","Histiotus montanus",3613723
"2641","Histiotus velatus",3613722
"2642","Hodomys alleni",578692
"2643","Holochilus brasiliensis",883804
"2644","Holochilus chacarius",621034
"2645","Holochilus lagigliai",6144784
"2646","Holochilus sciureus",469040
"2647","Holochilus vulpinus",903253
"2648","Homo antecessor",3607681
"2649","Homo erectus",3607671
"2650","Homo habilis",3607678
"2651","Homo heidelbergensis",3607676
"2652","Homo rudolfensis",3607673
"2653","Hoolock hoolock",1029474
"2654","Hoolock leuconedys",574262
"2655","Hoolock tianxing",7067554
"2656","Hoplomys gymnurus",473596
"2657","Hsunycteris cadenai",5555348
"2658","Hsunycteris dashe",7067803
"2659","Hsunycteris pattoni",5555347
"2660","Hsunycteris thomasi",546392
"2661","Huetia leucorhinus",702192
"2662","Hyaena chaeretis",7656182
"2663","Hyaena colvini",7656183
"2664","Hyaena hyaena",383901
"2665","Hyaena macrostoma",7656185
"2666","Hyaenarctos maraghanus",7656094
"2667","Hyaenarctos palaeindicus",7656095
"2668","Hyaenarctos punjabiensis",7656096
"2669","Hyaena sinensis",7656186
"2670","Hybomys badius",3608672
"2671","Hybomys basilii",3608674
"2672","Hybomys eisentrauti",7067421
"2673","Hybomys lunaris",154793
