"","synonyms"
"2864","Grampus cuvieri"
"2865","Delphinus risso"
"2866","Gramphidelphis griseus"
"2867","Delphinus rissoi"
"2868","Delphinus rissoanus"
"2869","Delphinus aires"
"2870","Globicephalus chinensis"
"2871","Grampidelphis griseus"
"2872","Grampidelphis exilis"
"2873","Phocaena griseus"
"2874","Phocaena rissonus"
"2875","Grampus griseus sakamata"
"2876","Grampidelphis kuzira"
"2877","Grampus griseus richardsoni"
"2878","Grampus griseus sowerbianus"
"2879","Grampus griseus stearnsi"
"2880","Globicephalus rissii"
"2881","Graomys griseoflavus chacoensis"
"2882","Phyllotis cachinus"
"2883","Graomys lockwoodi"
"2884","Graomys medius"
"2885","Phyllotis chacoensis"
"2886","Graphiurus crassicaudatus dorotheae"
"2887","Graphiurus parvus"
"2888","Graphiurus foxi"
"2889","Graphiurus olga"
"2890","Claviglis olga"
"2891","Graphiurus spurrelli"
"2892","Graphiurus raptor"
"2893","Myoxus murinus"
"2894","Aethoglis hueti argenteus"
"2895","Graphiurus hueti"
"2896","Graphiurus schwabi"
"2897","Gulo gidleyi"
"2898","Gulo schlosseri"
"2899","Mustela gulo"
"2900","Gulo vulgaris"
"2901","Peromyscus lepturus"
"2902","Halmaheramys sp. PHF-2017"
"2903","Oryzomys alfaroi"
"2904","Oryzomys alfaroi gloriaensis"
"2905","Oryzomys alfaroi dariensis"
"2906","Oryzomys alfaroi agrestis"
"2907","Oryzomys gracilis"
"2908","Oryzomys palatinus"
"2909","Aepeomys fuscatus"
"2910","Handleyomys chapmani SMS clade"
"2911","Handleyomys chapmani guerrerensis"
"2912","Oryzomys chapmani guerrerensis"
"2913","Oryzomys intectus"
"2914","Oryzomys melanotis"
"2915","Oryzomys melanotis colimensis"
"2916","Oryzomys rhabdops"
"2917","Oryzomys angusticeps"
"2918","Oryzomys rostratus"
"2919","Oryzomys rostratus megadon"
"2920","Oryzomys rostratus carrorum"
"2921","Oryzomys melanotis salvadorensis"
"2922","Oryzomys yucatanensis"
"2923","Oryzomys saturatior"
"2924","Oryzomys hylocetes"
"2925","Hapalomys marmosa"
"2926","Hapalomys pasquieri"
"2927","Equus francisci"
"2928","Equus sp. (NWSL)"
"2929","Equus sp. JW328"
"2930","Equus sp. MS272"
"2931","Murina grisea"
"2932","Hylomyscus fumosus"
"2933","Ursus malayanus"
"2934","Helarctos euryspilus"
"2935","Ursus malayanus wardi"
"2936","Heliophobius argenteocinereus emini"
"2937","Sciurus gambianus"
"2938","Herpestes undulatus"
"2939","Helogale undulata"
"2940","Herpestes parvulus"
"2941","Pseudochirus cervinus"
"2942","Phalangista lemuroides"
"2943","Hemigale zebre"
"2944","Hemigalea derbianus"
"2945","Paradoxurus derbyanus"
"2946","Mungos ichneumon"
"2947","Viverra ichneumon"
"2948","Urva semitorquata"
"2949","Herpestes torquatus"
"2950","Herpestes rubiginosus"
"2951","Herpestes ellioti"
"2952","Urva urva"
"2953","Urva hanensis"
"2954","Gulo urva"
"2955","Crossarchus rubiginosus"
"2956","Prohesperocyon wilsoni"
"2957","Vesperugo blanfordi"
"2958","Vesperus doriae"
"2959","Nycticejus tickelli"
"2960","Cryptomys mechowi ansorgei"
"2961","Heterocephalus progrediens"
"2962","Heterocephalus ansorgei"
"2963","Heterocephalus stygius"
"2964","Heterocephalus phillipsi"
"2965","Heterocephalus scortecci"
"2966","Heterocephalus dunni"
"2967","Heteromys amomalus"
"2968","Heteromys desmarestianus goldmani"
"2969","Heteromys oresteus"
"2970","Choeropsis liberiensis"
"2971","Hippopotamus liberiensis"
"2972","Hippopotamus madagascariensis"
"2973","Hippopotamus tiberinus"
"2974","Hippopotamus amphibius standini"
"2975","Hippopotamus standini"
"2976","Hippopotamus leptorhynchus"
"2977","Hipposideros gentilis atrox"
"2978","Hipposideros bicolor atrox"
"2979","Rhinolophus commersonii"
"2980","Phyllorhina coronata"
"2981","Rhinolophus crumeniferus"
"2982","Phyllorhina cyclops"
"2983","Phyllorhina doriae"
"2984","Hipposideros sabanus"
"2985","Hipposideros cineraceus durgadasi"
"2986","Phyllorhina fuliginosa"
"2987","Rhinolophus gigas"
"2988","Hipposideros larvatus grandis"
"2989","Hipposideros diadema inornatus"
"2990","Hipposideros schistaceus"
"2991","Hipposideros bicolor macrobullatus"
"2992","Phyllorhina megalotis"
"2993","Phyllorrhina muscina"
"2994","Hipposideros ater nicobarulae"
"2995","Phyllorhina obscura"
"2996","Phyllorhina papua"
"2997","Rhinolophus pygmaeus"
"2998","Hipposideros caffer ruber"
"2999","Vespertilio speoris"
"3000","Hipposideros armiger terasensis"
"3001","Phyllorhina commersoni thomensis"
"3002","Phyllorhina vittata"
"3003","Antilope leucophaea"
"3004","Nycticeius macrotus"
"3005","Vespertilio magellanicus"
"3006","Plecotus velatus"
"3007","Neotoma alleni"
"3008","Hodomys alleni guerrerensis"
"3009","Hodomys vetulus elatturus"
"3010","Hodomys vetulus"
"3011","Mus brasiliensis"
"3012","Homo ergaster"
"3013","Kenyanthropus rudolfensis"
"3014","Bunopithecus hoolock"
"3015","Bunopithecus hoolock hoolock"
"3016","Hoolock hoolock hoolock"
"3017","Hylobates hoolock"
"3018","Simia hoolock"
"3019","Bunopithecus hoolock leuconedys"
"3020","Hoolock hoolock leuconedys"
"3021","? leuconedys"
"3022","Lonchophylla cadenai"
"3023","Lonchophylla pattoni"
"3024","Lonchophylla thomasi"
"3025","Amblysomus leucorhinus"
"3026","Calcochloris leucorhinus"
"3027","Chlorotalpa leucorhina"
"3028","? leucorhinus"
"3029","Crocuta colvini"
"3030","Hyaena indica"
"3031","Hyaena orientalis"
"3032","Hyaena fasciata"
"3033","Hyaena vulgaris"
"3034","Hyaena antiquorum"
"3035","Hyaena virgata"
"3036","Hyaena striata"
"3037","Canis hyaena"
"3038","Hyaena hyaena barbara"
"3039","Hyaena hyaena hyaena"
"3040","Hybomys eisentrauti"
"3041","Typomys planifrons"
"3042","Typomys trivirgatus"
"3043","Hybomys trivirgatus pearsei"
"3044","Mus univittatus"
"3045","Mus rufocanus"
"3046","Lutra maculicollis"
"3047","Lutra maculicollis nilotica"
"3048","Lutra grayii"
"3049","Hydrictis maculicollis matschiei"
"3050","Hydrictis maculicollis kivuana"
"3051","Hydrictis maculicollis nilotica"
"3052","Hydrictis maculicollis chobiensis"
"3053","Hydrictis maculicollis maculicollis"
"3054","Lutra matschiei"
"3055","Hydrochaeris hydrochaeris"
"3056","Hydrochaerus hydrochaeris"
"3057","Hydrochoerus cololoi"
"3058","Hydrochoerus uruguayensis"
"3059","Hydrochoerus irroratus"
"3060","Cavia capybara"
"3061","Capiguara americana"
"3062","Hydrochaerus capybara"
"3063","Hydrochoerus hydrochoeris"
"3064","Sus hydrochaeris"
"3065","Hydrochoerus capybara"
"3066","Hydromys chrysogaster reginae"
"3067","Hydromys esox illuteus"
"3068","Hydromys leucogaster"
"3069","Hydromys longmani"
"3070","Hydromys fuliginosus"
"3071","Hydromys fulvogaster"
"3072","Hydromys moae"
"3073","Hydromys lawnensis"
"3074","Hydromys fulvoventer"
"3075","Melomys caurinus"
"3076","Hydromys beccarii"
"3077","Hydromys melicertes"
"3078","Hydromys chrysogaster caurinus"
"3079","Hydromys grootensis"
"3080","Hydromys fulvolavatus"
"3081","Hydromys nauticus"
"3082","Hydromys esox"
"3083","Hydromys oriens"
"3084","Hydromys lutrilla"
"3085","Phoca leptonyx"
"3086","Stenorhynchus leptonyx"
"3087","Ogmorhinus leptonyx"
"3088","Phoca homei"
"3089","Moschus aquaticus"
"3090","Gracilinanus kalinowskii"
"3091","Oryzomys acritus"
"3092","Oryzomys sp. USNM597565"
"3093","Oryzomys sp. USNM597566"
"3094","Oryzomys sp. USNM597572"
"3095","Oryzomys laticeps"
"3096","Oryzomys seuanezi"
"3097","? laticeps"
"3098","Oryzomys capito"
"3099","Oryzomys goeldi"
"3100","Oryzomys megacephalus"
"3101","? megacephalus"
"3102","Oryzomys oniscus"
"3103","Oryzomys perenensis"
"3104","Oryzomys tatei"
"3105","Oryzomys yunganus"
"3106","Hylobates agilis albibarbis"
"3107","Hylobates muelleri albibarbis"
"3108","Hylobates cinereus albibarbis"
"3109","Symphalangus klossii"
"3110","Hylobates lar pongoalsoni"
"3111","Simia moloch"
"3112","Hylobates leuciscus"
"3113","Hylobates cinereus cinereus"
"3114","Pithecus cinereus"
"3115","Simia leucisca"
"3116","Hylobates lar pileatus"
"3117","Hylomyscus aeta laticeps"
"3118","Hylomyscus alleni simus"
"3119","Hylomyscus alleni canus"
"3120","Epimys alleni kaimosae"
"3121","Hylomyscus sp. walterverheyeni"
"3122","Hylomys suillus parvus"
"3123","Hylomys suillus parvus A"
"3124","Hylomys suillus parvus B"
"3125","Hylopetes sagitta"
"3126","Petinomys sagitta"
"3127","Sciurus sagitta"
"3128","Pteromys lepidus"
"3129","Iomys winstoni"
"3130","Muridae sp. KCR-2015"
"3131","Hyosciurus heinrichi ileile"
"3132","Microtus brachelix"
"3133","Microtus aitchisoni"
"3134","Balaena ampullata"
"3135","Hyperoodon butzkoff"
"3136","Hyperoodon butskopf"
"3137","Hyperoodon borealis"
"3138","Hyperoodon bidens"
"3139","Hyperoodon baussardi"
"3140","Hyperoodon butzkopf"
"3141","Delphinus chemnitzianus"
"3142","Delphinus butskopf"
"3143","Delphinus hunteri"
"3144","Delphinus diodon"
"3145","Delphinus bidens"
"3146","Delphinus butskode"
"3147","Delphinus bidentatus"
"3148","Balaena rostrata"
"3149","Hyperoodon rostratus"
"3150","Hyperoodon rostratum"
"3151","Hyperoodon quadridens"
"3152","Hyperoodon latifrons"
"3153","Hyperoodon honfloriensis"
"3154","Delphinus edentulus"
"3155","Delphinus hyperoodon"
"3156","Lagenocetus latifrons"
"3157","Hyperadon bidens"
"3158","Cetodiodon hunteri"
"3159","Lagocetus latifrons"
"3160","Hyperoodon hunteri"
"3161","Hyperodon butskopf"
"3162","Hyperoodon burmeisterei"
"3163","Hyperoodon rostratum"
"3164","Hyperoodon rostratus"
"3165","Hyperoodon planifronts"
"3166","Pleopus nudicaudatus"
"3167","Hypsugo alashanicus"
"3168","Eptesicus alaschanicus"
"3169","Pipistrellus anchietai"
"3170","Pipistrellus anthonyi"
"3171","Pipistrellus arabicus"
"3172","Pipistrellus ariel"
"3173","Hypsugo sp. KMN-2014"
"3174","Pipistrellus bodenheimeri"
"3175","Pipistrellus cadornae"
"3176","Pipistrellus imbricatus"
"3177","Vespertilio imbricatus"
"3178","Pipistrellus joffrei"
"3179","Nyctalus joffrei"
"3180","Pipistrellus kitcheneri"
"3181","Pipistrellus lophurus"
"3182","Pipistrellus macrotis"
"3183","Vespertilio macrotis"
"3184","Pipistrellus musciculus"
"3185","Falsistrellus petersi"
"3186","Pipistrellus petersi"
"3187","Vesperugo petersi"
"3188","Pipistrellus pulveratus"
"3189","Vesperugo pulveratus"
"3190","Pipistrellus savii"
"3191","Pipistrellus savii savii"
"3192","Pipistrellus maurus"
"3193","Pipistrellus agilis"
"3194","Pipistrellus ochromixtus"
"3195","Pipistrellus leucippe"
"3196","Pipistrellus bonapartii"
"3197","Pipistrellus tauricus"
"3198","Pipistrellus aristippe"
"3199","Pipistrellus nigrans"
"3200","Vesperugo vordermanni"
"3201","Hystrix hirsutirostris"
"3202","Mungos albicaudus"
"3203","Herpestes albicaudus"
"3204","Habrothrix hydrobates"
"3205","Ictidomys mexicanus parvidens"
"3206","Spermophilus mexicanus parvidens"
"3207","Ictonyx libycus"
"3208","Poecilictis libyca"
"3209","Mustela libyca"
"3210","Bradypus striatus"
"3211","Leptictis dakotensis"
"3212","Nanohyus porcinus"
"3213","Corynorhinus phyllotis"
"3214","Idiurus kivuensis cansdalei"
"3215","Idiurus panga"
"3216","Idiurus langi"
"3217","Idiurus zenkeri haymani"
"3218","Mesoplodon pacificus"
"3219","Indri niger"
"3220","Indris variegatus"
"3221","Indri indri variegatus"
"3222","Indris ater"
"3223","Pithelemur indri"
"3224","Lichanotus indri"
"3225","Indri indri indri"
"3226","Lemur indri"
"3227","Indris brevicaudatus"
"3228","Lichanotus mitratus"
"3229","Indri brevicaudatus"
"3230","Inia geoffrensis boliviensis"
"3231","Iomys horsfieldi"
"3232","Manatus antiquus"
"3233","Trichechus antiquus"
"3234","Halitherium antiquusm"
"3235","Halitherium antiquum"
"3236","Ischyrosaurus antiquus"
"3237","Isoodon obesulus fusciventer"
"3238","Isothrix bistriatus"
"3239","Isothrix bistriata orinoci"
"3240","Nephelomys pirrensis"
"3241","Oryzomys pirrensis"
"3242","Jaculus turcmenicus"
"3243","Jaculus turcmenicus margianus"
"3244","Dipus blanfordi"
"3245","Dipus gerboa"
"3246","Dipus bipes"
"3247","Dipus mauritanicus"
"3248","Dipus locusta"
"3249","Wilfredomys pictipes"
"3250","? pictipes"
"3251","Ramapithecus wickeri"
"3252","Nycticejus eriophorus"
"3253","Vespertilio hardwickii"
"3254","Kerivoula hardwickei"
"3255","Kerivoula papilosa"
"3256","Vespertilio pellucidus"
"3257","Kerivoula smithi"
"3258","Kobus vardoni"
"3259","Kogia brevirostris"
"3260","Kogia grayi"
"3261","Kogia goodei"
"3262","Kogia floweri"
"3263","Kogia macleayi"
"3264","Kogia greyi"
"3265","Physeter breviceps"
"3266","Euphysetes pottsi"
"3267","Cogia breviceps"
"3268","Euphisetes pottsi"
"3269","Euphysetes macleayi"
"3270","Euphysetes grayii"
"3271","Kogia grayii"
"3272","Kogia goodie"
"3273","Euphysetes macleayii"
"3274","Kogia simus"
"3275","Physeter simus"
"3276","Callignathus simus"
"3277","Laephotis namibiensis"
"3278","Lagenoelphis hosei"
"3279","Delphinus leucopleurus"
"3280","Delphinus eschrichtii"
"3281","Lagenorhynchus gubernator"
"3282","Lagenorhynchus leucopleurus"
"3283","Lagenorhynchus perspicillatus"
"3284","Delphinus acutus"
"3285","Leucopleurus acutus"
"3286","Leicopleurus arcticus"
"3287","Leucopleurus arcticus"
"3288","Electra acuta"
"3289","Lagenodelphis acutus"
"3290","Delphinus albirostris"
"3291","Delphinus pseudotursio"
"3292","Delphinus tursio"
"3293","Delphinus ibseni"
"3294","Lagenodelphis albirostris"
"3295","Phocoena australis"
"3296","Delphinus chilensis"
"3297","Phocaena australis"
"3298","Tursio chiloensis"
"3299","Sagmatias amblodon"
"3300","Lissodelphis chiloensis"
"3301","Sagmatias australis"
"3302","Delphinus cruciger"
"3303","Lagenorhynchus latifrons"
"3304","Lagenorhynchus supercillosus"
"3305","Delphinus bivittatus"
"3306","Lagenorhynchus wilsoni"
"3307","Delphinus albigena"
"3308","Phocaena crucigera"
"3309","Lagenorhynchus clanculus"
"3310","Sagmatias cruciger"
"3311","Electra clancula"
"3312","Electra cruciger"
"3313","Delphinus bivitattus"
"3314","Phocaena d'orbignyi"
"3315","Lagenodelphis cruciger"
"3316","Lagenorhynchus longidens"
"3317","Lagenorhynchus ognevi"
"3318","Delphinus longidens"
"3319","Sagmatias obliquidens"
"3320","Delphinus obliquidens"
"3321","Lagenorhynchus fitzroy"
"3322","Lagenorhynchus breviceps"
"3323","Lagenorhynchus fitzroyi"
"3324","Lissodelphis panope"
"3325","Delphinus breviceps"
"3326","Clymenia obscura"
"3327","Lagenorhynchus clanculus"
"3328","Delphinus fitzroyi"
"3329","Delphinus superciliosus"
"3330","Delphinus obscurus"
"3331","Lagenorhynchus similis"
"3332","Prodelphinus petersii"
"3333","Phocaena fitzroyi"
"3334","Phocaena homei"
"3335","Tursiops obscurus"
"3336","Sagmatias obscurus"
"3337","Clymene obscurua"
"3338","Tursio obscurus"
"3339","Electra breviceps"
"3340","Lagenorhynchus superciliosus"
"3341","Prodelphinus obscurus"
"3342","Lagenodelphis obscurus"
"3343","Tursio panope"
"3344","Viscaccia wolffsohni"
"3345","Macropus leporides"
"3346","Lagorchestes gymnotis"
"3347","Lagothrix lagotricha cana"
"3348","Oreonax flavicauda"
"3349","Simia flavicauda"
"3350","Lagothrix hendeei"
"3351","? flavicauda"
"3352","Lagothrix lagotricha lagotricha"
"3353","Simia lagotricha"
"3354","Lagothrix lagothricha"
"3355","Lagothrix caparro"
"3356","Lagothrix geoffroyi"
"3357","Lagothrix caroarensis"
"3358","Lagothrix humboldtii"
"3359","Macaco barrigo"
"3360","Gastrimargus infumatus"
"3361","Lagothrix lagotricha lugens"
"3362","Lagothrix lagotricha poeppigii"
"3363","Mus lagurus"
"3364","Lagurus lagurus occidentalis"
"3365","Lagurus lagurus altorum"
"3366","Lagurus lagurus abacanicus"
"3367","Lagurus occidentalis"
"3368","Lagurus migratorius"
"3369","Vespertilio noctivagans"
"3370","Lasiopodomys brandti"
"3371","Microtus (Lasiopodomys) brandtii"
"3372","Microtus brandti"
"3373","Microtus brandti aga"
"3374","Microtus warringtoni"
"3375","Arvicola mandarinus Milne-Edwards, 1871"
"3376","Microtus mandarinus"
"3377","Microtus mandrianus"
"3378","? mandarinus"
"3379","Microtus mandarinus faeceus"
"3380","Microtus pullus"
"3381","Microtus kishidai"
"3382","Microtus johannes"
"3383","Microtus jeholensis"
"3384","Arvicola mandarinus"
"3385","Phascolomys krefftii"
"3386","Phascolomys gillespiei"
"3387","Phascolomys latifrons"
"3388","Phascolomys lasiorhinus"
"3389","Lasiorhinus mcoyi"
"3390","Atalapha borealis"
"3391","Vespertilio borealis"
"3392","Lasiurus seminolus pfeifferi"
"3393","Atalapha pfeifferi"
"3394","Lasiurus borealis salinae"
"3395","Atalpha borealis seminola"
"3396","Atalapha borealis seminola"
"3397","Nysticeus varius"
"3398","Mus forresti"
"3399","Pseudomys messorius"
"3400","Pseudomys waitei"
"3401","Leggadina berneyi"
"3402","Gyomys berneyi"
"3403","Leimacomys buttneri"
"3404","Lemmiscus curtatus orbitus"
"3405","Lemmiscus curtatus levidensis"
"3406","Lagurus curtatus"
"3407","Microtus curtatus"
"3408","Lagurus intermedius"
"3409","Arvicola pallidus"
"3410","Microtus curtatus artemisiae"
"3411","Arvicola decurtata"
"3412","Arvicola curtata"
"3413","Microtus intermedius"
"3414","Arvicola pauperrimus"
"3415","Lemmus obensis chrysogaster"
"3416","Lemmus amurensis ognevi"
"3417","Lemmus flavescens"
"3418","Lemmus xanthotrichus"
"3419","Mus lemmus"
"3420","Lemmus norvegicus"
"3421","Cuniculus iterator"
"3422","Lemmus borealis"
"3423","Myodes kittlitzi"
"3424","Mus sibiricus"
"3425","Lemmus obensis bungei"
"3426","Myodes lemmus minor"
"3427","Lemmus novosibiricus"
"3428","Hypudaeus migratorius"
"3429","Lemmus obensis"
"3430","Lemmus paulus"
"3431","Lemmus nigripes"
"3432","Lemmus trimucronatus"
"3433","Myodes nigripes"
"3434","Arvicola trimucronatus"
"3435","Lemmus trimucronatus subarticus"
"3436","Lemmus trimucronatus phaiocephalus"
"3437","Myodes nigripes"
"3438","Lemmus nigripes"
"3439","Arvicola trimucronatus"
"3440","Lemmus yukonensis"
"3441","Lemmus harroldi"
"3442","Arvicola helvolus"
"3443","Lemmus minusculus"
"3444","Lemmus alascensis"
"3445","Arvicanthis dorsalis maculosus"
"3446","Arvicanthis dorsalis calidior"
"3447","Lemniscomys griselda spinalis"
"3448","Lemniscomys griselda sabiensis"
"3449","Lemniscomys griselda zuluensis"
"3450","Lemniscomys dorsalis mearnsi"
"3451","Lemniscomys griselda sabulata"
"3452","Mus dorsalis"
"3453","Arvicanthis pulchellus micropus"
"3454","Arvicanthis striatus venustus"
"3455","Lemniscomys pulchellus spermophilus"
"3456","Arvicanthis pulchellus ardens"
"3457","? striatus"
"3458","Arvicanthis pulcher"
"3459","Mus massaicus"
"3460","Arvicanthis fasciatus"
"3461","Golunda pulchella"
"3462","Lemniscomys barbarus zebra"
"3463","Arvicanthis barbarus nigeriae"
"3464","Arvicanthis barbarus albolineatus"
"3465","Arvicanthis barbarus convictus"
"3466","Arvicanthis oweni"
"3467","Maki mococo"
"3468","Lenomys meyeri lampo"
"3469","Lenomys longicaudus"
"3470","Rattus canus malaisia"
"3471","Leontopithecus rosalia chrysomelas"
"3472","Leontopithecus rosalia chrysopygus"
"3473","Leontopithecus rosalia rosalia"
"3474","Jacchus rosalia guyannensis"
"3475","Jacchus rosalia brasiliensis"
"3476","Leontopithecus marikina"
"3477","Leontocebus leoninus"
"3478","Leontopithecus aurora"
"3479","Felis colocolo"
"3480","Lynchailurus colocolo"
"3481","Oncifelis colocolo"
"3482","? colocolo"
"3483","Felis geoffroyi"
"3484","Oncifelis geoffroyi"
"3485","Oncifelis guigna"
"3486","Felis guigna"
"3487","? guigna"
"3488","Leopardus tigrinus guttulus"
"3489","Felis guttula"
"3490","Felis jacobita"
"3491","Leopardus jacobitus"
"3492","Oreailurus jacobita"
"3493","Felis pajeros"
