"","species"
"2647","Holochilus vulpinus"
"2648","Homo antecessor"
"2649","Homo erectus"
"2650","Homo habilis"
"2651","Homo heidelbergensis"
"2652","Homo rudolfensis"
"2653","Hoolock hoolock"
"2654","Hoolock leuconedys"
"2655","Hoolock tianxing"
"2656","Hoplomys gymnurus"
"2657","Hsunycteris cadenai"
"2658","Hsunycteris dashe"
"2659","Hsunycteris pattoni"
"2660","Hsunycteris thomasi"
"2661","Huetia leucorhinus"
"2662","Hyaena chaeretis"
"2663","Hyaena colvini"
"2664","Hyaena hyaena"
"2665","Hyaena macrostoma"
"2666","Hyaenarctos maraghanus"
"2667","Hyaenarctos palaeindicus"
"2668","Hyaenarctos punjabiensis"
"2669","Hyaena sinensis"
"2670","Hybomys badius"
"2671","Hybomys basilii"
"2672","Hybomys eisentrauti"
"2673","Hybomys lunaris"
"2674","Hybomys planifrons"
"2675","Hybomys rufocanus"
"2676","Hybomys trivirgatus"
"2677","Hybomys univittatus"
"2678","Hydrictis maculicollis"
"2679","Hydrochoeris hydrochaeris"
"2680","Hydrochoeris isthmius"
"2681","Hydrochoerus hydrochaeris"
"2682","Hydrochoerus isthmius"
"2683","Hydromys chrysogaster"
"2684","Hydromys hussoni"
"2685","Hydromys neobritannicus"
"2686","Hydromys ziegleri"
"2687","Hydrurga leptonyx"
"2688","Hyemoschus aquaticus"
"2689","Hyladelphys kalinowskii"
"2690","Hylaeamys acritus"
"2691","Hylaeamys laticeps"
"2692","Hylaeamys megacephalus"
"2693","Hylaeamys oniscus"
"2694","Hylaeamys perenensis"
"2695","Hylaeamys tatei"
"2696","Hylaeamys yunganus"
"2697","Hylobates albibarbis"
"2698","Hylobates klossii"
"2699","Hylobates moloch"
"2700","Hylobates pileatus"
"2701","Hylochoerus meinertzhageni"
"2702","Hylochoerus rimator"
"2703","Hylomyscus aeta"
"2704","Hylomyscus alleni"
"2705","Hylomyscus anselli"
"2706","Hylomyscus arcimontensis"
"2707","Hylomyscus baeri"
"2708","Hylomyscus carillus"
"2709","Hylomyscus endorobae"
"2710","Hylomyscus grandis"
"2711","Hylomyscus heinrichorum"
"2712","Hylomyscus kaimosae"
"2713","Hylomyscus kerbispeterhansi"
"2714","Hylomyscus pamfi"
"2715","Hylomyscus parvus"
"2716","Hylomyscus simus"
"2717","Hylomyscus stella"
"2718","Hylomyscus walterverheyeni"
"2719","Hylomys megalotis"
"2720","Hylomys parvus"
"2721","Hylomys siamensis"
"2722","Hylonycteris underwoodi"
"2723","Hylopetes alboniger"
"2724","Hylopetes bartelsi"
"2725","Hylopetes lepidus"
"2726","Hylopetes nigripes"
"2727","Hylopetes platyurus"
"2728","Hylopetes sipora"
"2729","Hylopetes spadiceus"
"2730","Hylopetes winstoni"
"2731","Hyomys dammermani"
"2732","Hyomys goliath"
"2733","Hyorhinomys stuempkei"
"2734","Hyosciurus heinrichi"
"2735","Hyosciurus ileile"
"2736","Hyperacrius fertilis"
"2737","Hyperacrius wynnei"
"2738","Hyperoodon ampullatus"
"2739","Hyperoodon planifrons"
"2740","Hypogeomys antimena"
"2741","Hypsignathus monstrosus"
"2742","Hypsiprymnodon moschatus"
"2743","Hypsugo alaschanicus"
"2744","Hypsugo anchietae"
"2745","Hypsugo anthonyi"
"2746","Hypsugo arabicus"
"2747","Hypsugo ariel"
"2748","Hypsugo bemainty"
"2749","Hypsugo bodenheimeri"
"2750","Hypsugo cadornae"
"2751","Hypsugo dolichodon"
"2752","Hypsugo fasciata"
"2753","Hypsugo imbricatus"
"2754","Hypsugo inermis"
"2755","Hypsugo joffrei"
"2756","Hypsugo kitcheneri"
"2757","Hypsugo lanzai"
"2758","Hypsugo lophurus"
"2759","Hypsugo macrotis"
"2760","Hypsugo musciculus"
"2761","Hypsugo petersi"
"2762","Hypsugo pulveratus"
"2763","Hypsugo savii"
"2764","Hypsugo vordermanni"
"2765","Hystrix africaeaustralis"
"2766","Hystrix crassispinis"
"2767","Hystrix cristata"
"2768","Hystrix indica"
"2769","Hystrix javanica"
"2770","Hystrix major"
"2771","Hystrix pumila"
"2772","Hystrix sivalensis"
"2773","Hystrix sumatrae"
"2774","Ia io"
"2775","Icaronycteris index"
"2776","Ichneumia albicauda"
"2777","Ichthyomys hydrobates"
"2778","Ichthyomys pittieri"
"2779","Ichthyomys stolzmanni"
"2780","Ichthyomys tweedii"
"2781","Ictidomys parvidens"
"2782","Ictonyx erythraea"
"2783","Ictonyx libyca"
"2784","Ictonyx senegalensis"
"2785","Ictonyx striatus"
"2786","Ictops dakotensis"
"2787","Idionycteris phyllotis"
"2788","Idiurus macrotis"
"2789","Idiurus zenkeri"
"2790","Indopacetus pacificus"
"2791","Indri indri"
"2792","Inia araguaiaensis"
"2793","Inia boliviensis"
"2794","Iomys horsfieldi"
"2795","Iomys horsfieldii"
"2796","Iomys sipora"
"2797","Irenomys tarsalis"
"2798","Ischyrotherium antiquum"
"2799","Isolobodon montanus"
"2800","Isolobodon portoricensis"
"2801","Isoodon fusciventer"
"2802","Isothrix barbarabrownae"
"2803","Isothrix bistriata"
"2804","Isothrix negrensis"
"2805","Isothrix orinoci"
"2806","Isothrix pagurus"
"2807","Isothrix sinnamariensis"
"2808","Isthmomys flavidus"
"2809","Isthmomys pirrensis"
"2810","Jaculus blanfordi"
"2811","Jaculus deserti"
"2812","Jaculus giganteus"
"2813","Jaculus orientalis"
"2814","Jaculus thaleri"
"2815","Janjucetus hunderi"
"2816","Juliomys ossitenuis"
"2817","Juliomys pictipes"
"2818","Juliomys rimofrons"
"2819","Juliomys ximenezi"
"2820","Juscelinomys candango"
"2821","Juscelinomys guaporensis"
"2822","Juscelinomys huanchacae"
"2823","Kadarsanomys sodyi"
"2824","Kannabateomys amblyonyx"
"2825","Kenyapithecus wickeri"
"2826","Kerivoula africana"
"2827","Kerivoula agnella"
"2828","Kerivoula argentata"
"2829","Kerivoula cuprosa"
"2830","Kerivoula eriophora"
"2831","Kerivoula flora"
"2832","Kerivoula furva"
"2833","Kerivoula hardwickii"
"2834","Kerivoula intermedia"
"2835","Kerivoula kachinensis"
"2836","Kerivoula krauensis"
"2837","Kerivoula lanosa"
"2838","Kerivoula lenis"
"2839","Kerivoula minuta"
"2840","Kerivoula muscina"
"2841","Kerivoula myrella"
"2842","Kerivoula papillosa"
"2843","Kerivoula pellucida"
"2844","Kerivoula phalaena"
"2845","Kerivoula picta"
"2846","Kerivoula smithii"
"2847","Kerivoula titania"
"2848","Kerivoula whiteheadi"
"2849","Kerodon acrobata"
"2850","Kerodon rupestris"
"2851","Kobus anselli"
"2852","Kobus maria"
"2853","Kobus megaceros"
"2854","Kobus robertsi"
"2855","Kobus vardonii"
"2856","Kogia breviceps"
"2857","Kogia sima"
"2858","Komodomys rintjanus"
"2859","Kunsia fronto"
"2860","Kunsia tomentosus"
"2861","Laccopithecus robustus"
"2862","Laephotis angolensis"
"2863","Laephotis botswanae"
"2864","Laephotis namibensis"
"2865","Laephotis wintoni"
"2866","Lagenodelphis australis"
"2867","Lagenodelphis hosei"
"2868","Lagenodelphis obliquidens"
"2869","Lagenorhynchus acutus"
"2870","Lagenorhynchus albirostris"
"2871","Lagenorhynchus australis"
"2872","Lagenorhynchus cruciger"
"2873","Lagenorhynchus hosei"
"2874","Lagenorhynchus obliquidens"
"2875","Lagenorhynchus obscurus"
"2876","Lagidium ahuacaense"
"2877","Lagidium peruanum"
"2878","Lagidium wolffsohni"
"2879","Lagorchestes albipilis"
"2880","Lagorchestes asomatus"
"2881","Lagorchestes conspicillatus"
"2882","Lagorchestes hirsutus"
"2883","Lagorchestes leporides"
"2884","Lagostomus maximus"
"2885","Lagostrophus fasciatus"
"2886","Lagothrix cana"
"2887","Lagothrix flavicauda"
"2888","Lagothrix lagotricha"
"2889","Lagothrix lugens"
"2890","Lagothrix poeppigii"
"2891","Lagothrix tschudii"
"2892","Lagurus lagurus"
"2893","Lamottemys okuensis"
"2894","Laonastes aenigmamus"
"2895","Lariscus hosei"
"2896","Lariscus insignis"
"2897","Lariscus niobe"
"2898","Lariscus obscurus"
"2899","Lasionycteris noctivagans"
"2900","Lasiopodomys brandtii"
"2901","Lasiopodomys mandarinus"
"2902","Lasiorhinus krefftii"
"2903","Lasiorhinus latifrons"
"2904","Lasiurus atratus"
"2905","Lasiurus borealis"
"2906","Lasiurus castaneus"
"2907","Lasiurus degelidus"
"2908","Lasiurus ebenus"
"2909","Lasiurus minor"
"2910","Lasiurus pfeifferi"
"2911","Lasiurus salinae"
"2912","Lasiurus seminolus"
"2913","Lasiurus varius"
"2914","Latidens salimalii"
"2915","Lavia frons"
"2916","Leggadina forresti"
"2917","Leggadina lakedownensis"
"2918","Leimacomys buettneri"
"2919","Leiuromys occasius"
"2920","Lemmiscus curtatus"
"2921","Lemmus amurensis"
"2922","Lemmus lemmus"
"2923","Lemmus portenkoi"
"2924","Lemmus sibiricus"
"2925","Lemmus trimucronatus"
"2926","Lemniscomys bellieri"
"2927","Lemniscomys griselda"
"2928","Lemniscomys hoogstraali"
"2929","Lemniscomys linulus"
"2930","Lemniscomys macculus"
"2931","Lemniscomys mittendorfi"
"2932","Lemniscomys rosalia"
"2933","Lemniscomys roseveari"
"2934","Lemniscomys striatus"
"2935","Lemniscomys zebra"
"2936","Lemur catta"
"2937","Lemur lecomystax"
"2938","Lenomys meyeri"
"2939","Lenothrix canus"
"2940","Lenoxus apicalis"
"2941","Leontopithecus caissara"
"2942","Leontopithecus chrysomelas"
"2943","Leontopithecus chrysopygus"
"2944","Leontopithecus rosalia"
"2945","Leopardus braccatus"
"2946","Leopardus colocolo"
"2947","Leopardus geoffroyi"
"2948","Leopardus guigna"
"2949","Leopardus guttulus"
"2950","Leopardus jacobita"
"2951","Leopardus pajeros"
"2952","Leopardus tigrinus"
"2953","Leopardus wiedii"
"2954","Leopoldamys ciliatus"
"2955","Leopoldamys edwardsi"
"2956","Leopoldamys herberti"
"2957","Leopoldamys listeri"
"2958","Leopoldamys milleti"
"2959","Leopoldamys neilli"
"2960","Leopoldamys revertens"
"2961","Leopoldamys sabanus"
"2962","Leopoldamys siporanus"
"2963","Lepilemur aeeclis"
"2964","Lepilemur ahmansonorum"
"2965","Lepilemur ankaranensis"
"2966","Lepilemur betsileo"
"2967","Lepilemur dorsalis"
"2968","Lepilemur edwardsi"
"2969","Lepilemur fleuretae"
"2970","Lepilemur grandidieri"
"2971","Lepilemur grewcocki"
"2972","Lepilemur grewcockorum"
"2973","Lepilemur hollandorum"
"2974","Lepilemur hubbardorum"
"2975","Lepilemur jamesorum"
"2976","Lepilemur leucopus"
"2977","Lepilemur manasamody"
"2978","Lepilemur microdon"
"2979","Lepilemur milanoii"
"2980","Lepilemur mitsinjoensis"
"2981","Lepilemur mittermeieri"
"2982","Lepilemur mustelinus"
"2983","Lepilemur otto"
"2984","Lepilemur petteri"
"2985","Lepilemur randrianasoloi"
"2986","Lepilemur ruficaudatus"
"2987","Lepilemur sahamalaza"
"2988","Lepilemur sahamalazensis"
"2989","Lepilemur scottorum"
"2990","Lepilemur seali"
"2991","Lepilemur septentrionalis"
"2992","Lepilemur tymerlachsoni"
"2993","Lepilemur wrightae"
"2994","Lepilemur wrighti"
"2995","Leporillus apicalis"
"2996","Leporillus conditor"
"2997","Leptailurus serval"
"2998","Leptailurus servalina"
"2999","Leptomys arfakensis"
"3000","Leptomys elegans"
"3001","Leptomys ernstmayri"
"3002","Leptomys paulus"
"3003","Leptomys signatus"
"3004","Leptonychotes weddellii"
"3005","Leptonycteris curasoae"
"3006","Leptonycteris nivalis"
"3007","Leptonycteris yerbabuenae"
"3008","Lepus alleni"
"3009","Lepus americanus"
"3010","Lepus angolensis"
"3011","Lepus ansorgei"
"3012","Lepus arcticus"
"3013","Lepus atlanticus"
"3014","Lepus callotis"
"3015","Lepus canopus"
"3016","Lepus castroviejoi"
"3017","Lepus chadensis"
"3018","Lepus comus"
"3019","Lepus cordeauxi"
"3020","Lepus coreanus"
"3021","Lepus corsicanus"
"3022","Lepus crawshayi"
"3023","Lepus creticus"
"3024","Lepus crispii"
"3025","Lepus cyprius"
"3026","Lepus douglasii"
"3027","Lepus fagani"
"3028","Lepus flavigularis"
"3029","Lepus formosus"
"3030","Lepus granatensis"
"3031","Lepus habessinicus"
"3032","Lepus hainanus"
"3033","Lepus harterti"
"3034","Lepus hawkeri"
"3035","Lepus innesi"
"3036","Lepus insularis"
"3037","Lepus judeae"
"3038","Lepus kabylicus"
"3039","Lepus lilfordi"
"3040","Lepus longicaudatus"
"3041","Lepus mandshuricus"
"3042","Lepus microtis"
"3043","Lepus nigricollis"
"3044","Lepus ochropus"
"3045","Lepus omanensis"
"3046","Lepus othus"
"3047","Lepus pallidior"
"3048","Lepus pamirensis"
"3049","Lepus peguensis"
"3050","Lepus primaevus"
"3051","Lepus przewalskii"
"3052","Lepus saxatalis"
"3053","Lepus saxatilis"
"3054","Lepus sefranus"
"3055","Lepus siamensis"
"3056","Lepus sinensis"
"3057","Lepus starcki"
"3058","Lepus swinhoei"
"3059","Lepus talai"
"3060","Lepus tigrensis"
"3061","Lepus tolai"
"3062","Lepus townsendii"
"3063","Lepus tunetae"
"3064","Lepus vassali"
"3065","Lepus veter"
"3066","Lepus whitakeri"
"3067","Lepus yarkandensis"
"3068","Lepus zuluensis"
"3069","Lestodelphys halli"
"3070","Lestoros inca"
"3071","Liberiictis kuhni"
"3072","Lichonycteris obscura"
"3073","Limnogale mergulus"
"3074","Limnomys bryophilus"
"3075","Limnomys sibuanus"
"3076","Liomys adspersus"
"3077","Liomys irroratus"
"3078","Liomys pictus"
"3079","Liomys salvini"
"3080","Liomys spectabilis"
"3081","Lionycteris spurrelli"
"3082","Lipotes vexillifer"
"3083","Lissodelphis borealis"
"3084","Lissodelphis peronii"
"3085","Litocranius walleri"
"3086","Llanocetus denticrenatus"
"3087","Lobodon carcinophaga"
"3088","Lonchophylla bokermanni"
"3089","Lonchophylla chocoana"
"3090","Lonchophylla concava"
"3091","Lonchophylla dekeyseri"
"3092","Lonchophylla fornicata"
"3093","Lonchophylla handleyi"
"3094","Lonchophylla hesperia"
"3095","Lonchophylla inexpectata"
"3096","Lonchophylla mankomara"
"3097","Lonchophylla mordax"
"3098","Lonchophylla orcesi"
"3099","Lonchophylla orienticollina"
"3100","Lonchophylla peracchii"
"3101","Lonchophylla robusta"
"3102","Lonchorhina aurita"
"3103","Lonchorhina fernandezi"
"3104","Lonchorhina inusitata"
"3105","Lonchorhina mankomara"
"3106","Lonchorhina marinkellei"
"3107","Lonchorhina orinocensis"
"3108","Lonchothrix emiliae"
"3109","Lontra canadensis"
"3110","Lontra felina"
"3111","Lontra longicaudis"
"3112","Lontra provocax"
"3113","Lophiomys imhausi"
"3114","Lophocebus aterrimus"
"3115","Lophostoma brasiliense"
"3116","Lophostoma carrikeri"
"3117","Lophostoma evotis"
"3118","Lophostoma kalkoae"
"3119","Lophostoma schulzi"
"3120","Lophostoma yasuni"
"3121","Lophuromys angolensis"
"3122","Lophuromys ansorgei"
"3123","Lophuromys aquilus"
"3124","Lophuromys brevicaudus"
"3125","Lophuromys brunneus"
"3126","Lophuromys chrysopus"
"3127","Lophuromys dieterleni"
"3128","Lophuromys dudui"
"3129","Lophuromys eisentrauti"
"3130","Lophuromys flavopunctatus"
"3131","Lophuromys huttereri"
"3132","Lophuromys kilonzoi"
"3133","Lophuromys laticeps"
"3134","Lophuromys luteogaster"
"3135","Lophuromys machangui"
"3136","Lophuromys makundii"
"3137","Lophuromys medicaudatus"
"3138","Lophuromys melanonyx"
"3139","Lophuromys menageshae"
"3140","Lophuromys naso"
"3141","Lophuromys nudicaudatus"
"3142","Lophuromys nudicaudus"
"3143","Lophuromys rahmi"
"3144","Lophuromys roseveari"
"3145","Lophuromys sabuni"
"3146","Lophuromys sabunii"
"3147","Lophuromys sikapusi"
"3148","Lophuromys simensis"
"3149","Lophuromys stanleyi"
"3150","Lophuromys verhageni"
"3151","Lophuromys woosnami"
"3152","Lophuromys zena"
"3153","Lorentzimys alticola"
"3154","Lorentzimys nouhuysi"
"3155","Loris lori"
"3156","Loris malabaricus"
"3157","Loxodonta cyclotis"
"3158","Loxodontomys pikumche"
"3159","Lufengpithecus keiyuanensis"
"3160","Lundomys molitor"
"3161","Lutra brasiliensis"
"3162","Lutra chilensis"
"3163","Lutra gambianus"
"3164","Lutra lovii"
"3165","Lutra lutra"
"3166","Lutra nippon"
"3167","Lutra palaeindica"
"3168","Lutra parvicuspus"
"3169","Lutra poensis"
"3170","Lutra simung"
"3171","Lutra sumatrana"
"3172","Lutreolina crassicaudata"
"3173","Lutreolina groeberi"
"3174","Lutreolina massoia"
"3175","Lutrogale perspicillata"
"3176","Lycalopex culpaeus"
"3177","Lycalopex fulvicaudus"
"3178","Lycalopex fulvipes"
"3179","Lycalopex griseus"
"3180","Lycalopex gymnocercus"
"3181","Lycalopex sechurae"
"3182","Lycalopex vetulus"
"3183","Lycaon pictus"
"3184","Lyncodon patagonicus"
"3185","Lynx canadensis"
"3186","Lynx lynx"
"3187","Lynx pardinus"
"3188","Lynx rufus"
"3189","Lynx spelaea"
"3190","Lynx vulgaris"
"3191","Macaca arctoides"
"3192","Macaca balantak"
"3193","Macaca brunnescens"
"3194","Macaca cyclopis"
"3195","Macaca hecki"
"3196","Macaca leonina"
"3197","Macaca leucogenys"
"3198","Macaca maura"
"3199","Macaca munzala"
"3200","Macaca nigra"
"3201","Macaca nigrescens"
"3202","Macaca ochreata"
"3203","Macaca pagensis"
"3204","Macaca prisca"
"3205","Macaca siberu"
"3206","Macaca silenus"
"3207","Macaca sinica"
"3208","Macaca speciosa"
"3209","Macaca sylvanus"
"3210","Macaca tonkeana"
"3211","Macroderma gigas"
"3212","Macrogalidia musschenbroekii"
"3213","Macroglossus australis"
"3214","Macroglossus minimus"
"3215","Macroglossus sobrinus"
"3216","Macronycteris vittatus"
"3217","Macrophyllum macrophyllum"
"3218","Macropus argentatus"
"3219","Macropus fuliginosus"
"3220","Macropus goliah"
"3221","Macropus greyi"
"3222","Macropus hagenbecki"
"3223","Macropus keysseri"
"3224","Macropus lugens"
"3225","Macropus magnus"
"3226","Macropus major"
"3227","Macropus melanops"
"3228","Macropus ocydromus"
"3229","Macropus rufiventer"
"3230","Macropus siva"
"3231","Macropus ualabatus"
"3232","Macropus vishnu"
"3233","Macroscelides brachyura"
"3234","Macroscelides delamerei"
"3235","Macroscelides edwardsii"
"3236","Macroscelides flavicaudatus"
"3237","Macroscelides melanotis"
"3238","Macroscelides micus"
"3239","Macroscelides typicus"
"3240","Macrotarsomys bastardi"
"3241","Macrotarsomys ingens"
"3242","Macrotis lagotis"
"3243","Macrotis leucura"
"3244","Macrotus californicus"
"3245","Macrotus waterhousii"
"3246","Macruromys elegans"
"3247","Macruromys major"
"3248","Madoqua cavendishi"
"3249","Madoqua cordeauxi"
"3250","Madoqua guentheri"
"3251","Madoqua kirkii"
"3252","Madoqua piacentinii"
"3253","Madoqua saltiana"
"3254","Madoqua swaynei"
"3255","Madromys blanfordi"
"3256","Makalata didelphoides"
"3257","Makalata macrura"
"3258","Makalata obscura"
"3259","Malacomys cansdalei"
"3260","Malacomys edwardsi"
"3261","Malacomys longipes"
"3262","Malacothrix typica"
"3263","Mallomys aroaensis"
"3264","Mallomys aroensis"
"3265","Mallomys gunung"
"3266","Mallomys istapantap"
"3267","Mallomys rothschildi"
"3268","Malpaisomys insularis"
"3269","Mammalodon colliveri"
"3270","Mammelomys lanosus"
"3271","Mammelomys rattoides"
"3272","Mammuthus primigenius"
"3273","Mandrillus leucophaeus"
"3274","Mandrillus sphinx"
"3275","Manis crassicaudata"
"3276","Manis culionensis"
"3277","Manis gigantea"
"3278","Manis javanica"
"3279","Manis temminckii"
"3280","Manis tetradactyla"
"3281","Manis tricuspis"
"3282","Margaretamys beccarii"
"3283","Margaretamys christinae"
"3284","Margaretamys elegans"
"3285","Margaretamys parvus"
"3286","Marmosa agilis"
"3287","Marmosa alstoni"
"3288","Marmosa andersoni"
"3289","Marmosa beatrix"
"3290","Marmosa bruchi"
"3291","Marmosa budini"
"3292","Marmosa caucae"
"3293","Marmosa chloe"
"3294","Marmosa citella"
"3295","Marmosa grenadae"
"3296","Marmosa impavida"
"3297","Marmosa incana"
"3298","Marmosa janetta"
"3299","Marmosa lepida"
"3300","Marmosa leucastra"
"3301","Marmosa maranii"
"3302","Marmosa mimetra"
"3303","Marmosa mitis"
"3304","Marmosa nesaea"
"3305","Marmosa noctivaga"
"3306","Marmosa parata"
"3307","Marmosa quichua"
"3308","Marmosa rubra"
"3309","Marmosa rutteri"
"3310","Marmosa sinaloae"
"3311","Marmosa sobrina"
"3312","Marmosa tobagi"
"3313","Marmosa tyleriana"
"3314","Marmosa verax"
"3315","Marmosa xerophila"
"3316","Marmosops bishopi"
"3317","Marmosops carri"
"3318","Marmosops caucae"
"3319","Marmosops cracens"
"3320","Marmosops creightoni"
"3321","Marmosops dorothea"
"3322","Marmosops fuscatus"
"3323","Marmosops handleyi"
"3324","Marmosops impavidus"
"3325","Marmosops incanus"
"3326","Marmosops invictus"
"3327","Marmosops juninensis"
"3328","Marmosops neblina"
"3329","Marmosops noctivagus"
"3330","Marmosops ocellatus"
"3331","Marmosops ojastii"
"3332","Marmosops pakaraimae"
"3333","Marmosops parvidens"
"3334","Marmosops paulensis"
"3335","Marmosops pinheiroi"
"3336","Marmota arrodens"
"3337","Marmota bobak"
"3338","Marmota broweri"
"3339","Marmota caligata"
