"","scientificName","redlistCategory"
"1758","Eulemur collaris","Endangered"
"1759","Eulemur coronatus","Endangered"
"1760","Eulemur flavifrons","Critically Endangered"
"1761","Eulemur fulvus","Vulnerable"
"1762","Eulemur macaco","Endangered"
"1763","Eulemur mongoz","Critically Endangered"
"1764","Eulemur rubriventer","Vulnerable"
"1765","Eulemur rufifrons","Vulnerable"
"1766","Eulemur rufus","Vulnerable"
"1767","Eulemur sanfordi","Endangered"
"1768","Eumetopias jubatus","Near Threatened"
"1769","Eumops auripendulus","Least Concern"
"1770","Eumops bonariensis","Least Concern"
"1771","Eumops dabbenei","Least Concern"
"1772","Eumops delticus","Data Deficient"
"1773","Eumops ferox","Least Concern"
"1774","Eumops floridanus","Vulnerable"
"1775","Eumops glaucinus","Least Concern"
"1776","Eumops hansae","Least Concern"
"1777","Eumops maurus","Data Deficient"
"1778","Eumops nanus","Least Concern"
"1779","Eumops patagonicus","Least Concern"
"1780","Eumops perotis","Least Concern"
"1781","Eumops trumbulli","Least Concern"
"1782","Eumops underwoodi","Least Concern"
"1783","Eumops wilsoni","Data Deficient"
"1784","Euneomys chinchilloides","Data Deficient"
"1785","Euneomys fossor","Data Deficient"
"1786","Euneomys mordax","Least Concern"
"1787","Euneomys petersoni","Least Concern"
"1788","Euoticus elegantulus","Least Concern"
"1789","Euoticus pallidus","Near Threatened"
"1790","Eupetaurus cinereus","Endangered"
"1791","Euphractus sexcinctus","Least Concern"
"1792","Eupleres goudotii","Vulnerable"
"1793","Eupleres major","Endangered"
"1794","Euroscaptor grandis","Least Concern"
"1795","Euroscaptor klossi","Least Concern"
"1796","Euroscaptor longirostris","Least Concern"
"1797","Euroscaptor micrura","Least Concern"
"1798","Euroscaptor mizura","Least Concern"
"1799","Euroscaptor parvidens","Data Deficient"
"1800","Euroscaptor subanura","Data Deficient"
"1801","Euryoryzomys emmonsae","Data Deficient"
"1802","Euryoryzomys lamia","Vulnerable"
"1803","Euryoryzomys legatus","Least Concern"
"1804","Euryoryzomys macconnelli","Least Concern"
"1805","Euryoryzomys nitidus","Least Concern"
"1806","Euryoryzomys russatus","Least Concern"
"1807","Euryzygomatomys spinosus","Least Concern"
"1808","Eutamias sibiricus","Least Concern"
"1809","Eutamias sibiricus","Least Concern"
"1810","Exilisciurus concinnus","Least Concern"
"1811","Exilisciurus exilis","Data Deficient"
"1812","Exilisciurus whiteheadi","Least Concern"
"1813","Falsistrellus mackenziei","Near Threatened"
"1814","Falsistrellus mordax","Data Deficient"
"1815","Falsistrellus petersi","Data Deficient"
"1816","Falsistrellus tasmaniensis","Least Concern"
"1817","Felis bieti","Vulnerable"
"1818","Felis chaus","Data Deficient"
"1819","Felis chaus","Not Applicable"
"1820","Felis chaus","Least Concern"
"1821","Felis margarita","Near Threatened"
"1822","Felis margarita","Least Concern"
"1823","Felis nigripes","Vulnerable"
"1824","Felis silvestris","Least Concern"
"1825","Felis silvestris","Least Concern"
"1826","Felis silvestris","Least Concern"
"1827","Felovia vae","Least Concern"
"1828","Feresa attenuata","Least Concern"
"1829","Feroculus feroculus","Endangered"
"1830","Fossa fossana","Vulnerable"
"1831","Fukomys anselli","Least Concern"
"1832","Fukomys bocagei","Least Concern"
"1833","Fukomys damarensis","Least Concern"
"1834","Fukomys darlingi","Least Concern"
"1835","Fukomys foxi","Data Deficient"
"1836","Fukomys hanangensis","Endangered"
"1837","Fukomys ilariae","Data Deficient"
"1838","Fukomys kafuensis","Vulnerable"
"1839","Fukomys mechowii","Least Concern"
"1840","Fukomys ochraceocinereus","Least Concern"
"1841","Fukomys vandewoestijneae","Data Deficient"
"1842","Fukomys zechi","Least Concern"
"1843","Funambulus layardi","Vulnerable"
"1844","Funambulus obscurus","Vulnerable"
"1845","Funambulus palmarum","Least Concern"
"1846","Funambulus pennantii","Least Concern"
"1847","Funambulus sublineatus","Vulnerable"
"1848","Funambulus tristriatus","Least Concern"
"1849","Funisciurus anerythrus","Least Concern"
"1850","Funisciurus bayonii","Data Deficient"
"1851","Funisciurus carruthersi","Least Concern"
"1852","Funisciurus congicus","Least Concern"
"1853","Funisciurus duchaillui","Data Deficient"
"1854","Funisciurus isabella","Least Concern"
"1855","Funisciurus lemniscatus","Least Concern"
"1856","Funisciurus leucogenys","Least Concern"
"1857","Funisciurus pyrropus","Least Concern"
"1858","Funisciurus substriatus","Data Deficient"
"1859","Furipterus horrens","Least Concern"
"1860","Galago gallarum","Least Concern"
"1861","Galagoides demidoff","Least Concern"
"1862","Galagoides kumbirensis","Near Threatened"
"1863","Galagoides thomasi","Least Concern"
"1864","Galago matschiei","Least Concern"
"1865","Galago moholi","Least Concern"
"1866","Galago senegalensis","Least Concern"
"1867","Galea comes","Data Deficient"
"1868","Galea flavidens","Least Concern"
"1869","Galea leucoblephara","Least Concern"
"1870","Galea musteloides","Data Deficient"
"1871","Galea spixii","Least Concern"
"1872","Galemys pyrenaicus","Vulnerable"
"1873","Galenomys garleppi","Data Deficient"
"1874","Galeopterus variegatus","Least Concern"
"1875","Galictis cuja","Least Concern"
"1876","Galictis vittata","Least Concern"
"1877","Galidia elegans","Least Concern"
"1878","Galidictis fasciata","Vulnerable"
"1879","Galidictis grandidieri","Endangered"
"1880","Gardnerycteris crenulatum","Least Concern"
"1881","Gardnerycteris koepckeae","Data Deficient"
"1882","Gazella arabica","Vulnerable"
"1883","Gazella bennettii","Least Concern"
"1884","Gazella bilkis","Extinct"
"1885","Gazella cuvieri","Vulnerable"
"1886","Gazella dorcas","Endangered"
"1887","Gazella dorcas","Vulnerable"
"1888","Gazella gazella","Endangered"
"1889","Gazella leptoceros","Endangered"
"1890","Gazella leptoceros","Endangered"
"1891","Gazella marica","Vulnerable"
"1892","Gazella saudiya","Extinct"
"1893","Gazella spekei","Endangered"
"1894","Gazella subgutturosa","Critically Endangered"
"1895","Gazella subgutturosa","Vulnerable"
"1896","Genetta abyssinica","Data Deficient"
"1897","Genetta angolensis","Least Concern"
"1898","Genetta bourloni","Vulnerable"
"1899","Genetta cristata","Vulnerable"
"1900","Genetta genetta","Least Concern"
"1901","Genetta genetta","Least Concern"
"1902","Genetta genetta","Least Concern"
"1903","Genetta johnstoni","Near Threatened"
"1904","Genetta maculata","Least Concern"
"1905","Genetta pardina","Least Concern"
"1906","Genetta piscivora","Near Threatened"
"1907","Genetta poensis","Data Deficient"
"1908","Genetta servalina","Least Concern"
"1909","Genetta thierryi","Least Concern"
"1910","Genetta tigrina","Least Concern"
"1911","Genetta victoriae","Least Concern"
"1912","Geocapromys brownii","Endangered"
"1913","Geocapromys columbianus","Extinct"
"1914","Geocapromys ingrahami","Vulnerable"
"1915","Geocapromys thoracatus","Extinct"
"1916","Geogale aurita","Least Concern"
"1917","Geomys arenarius","Near Threatened"
"1918","Geomys attwateri","Least Concern"
"1919","Geomys breviceps","Least Concern"
"1920","Geomys bursarius","Least Concern"
"1921","Geomys knoxjonesi","Least Concern"
"1922","Geomys personatus","Least Concern"
"1923","Geomys pinetis","Least Concern"
"1924","Geomys texensis","Least Concern"
"1925","Geomys tropicalis","Endangered"
"1926","Georychus capensis","Least Concern"
"1927","Geoxus annectens","Vulnerable"
"1928","Geoxus valdivianus","Least Concern"
"1929","Gerbilliscus afra","Least Concern"
"1930","Gerbilliscus boehmi","Least Concern"
"1931","Gerbilliscus brantsii","Least Concern"
"1932","Gerbilliscus gambiana","Least Concern"
"1933","Gerbilliscus guineae","Least Concern"
"1934","Gerbilliscus inclusus","Least Concern"
"1935","Gerbilliscus kempi","Least Concern"
"1936","Gerbilliscus leucogaster","Least Concern"
"1937","Gerbilliscus nigricaudus","Least Concern"
"1938","Gerbilliscus phillipsi","Least Concern"
"1939","Gerbilliscus robustus","Least Concern"
"1940","Gerbilliscus validus","Least Concern"
"1941","Gerbillurus paeba","Least Concern"
"1942","Gerbillurus setzeri","Least Concern"
"1943","Gerbillurus tytonis","Least Concern"
"1944","Gerbillurus vallinus","Least Concern"
"1945","Gerbillus acticola","Data Deficient"
"1946","Gerbillus agag","Data Deficient"
"1947","Gerbillus amoenus","Least Concern"
"1948","Gerbillus andersoni","Least Concern"
"1949","Gerbillus aquilus","Least Concern"
"1950","Gerbillus bottai","Data Deficient"
"1951","Gerbillus brockmani","Data Deficient"
"1952","Gerbillus burtoni","Data Deficient"
"1953","Gerbillus campestris","Least Concern"
"1954","Gerbillus campestris","Least Concern"
"1955","Gerbillus cheesmani","Not Applicable"
"1956","Gerbillus cheesmani","Least Concern"
"1957","Gerbillus cosensis","Data Deficient"
"1958","Gerbillus dasyurus","Least Concern"
"1959","Gerbillus dasyurus","Least Concern"
"1960","Gerbillus dunni","Least Concern"
"1961","Gerbillus famulus","Least Concern"
"1962","Gerbillus floweri","Least Concern"
"1963","Gerbillus gerbillus","Least Concern"
"1964","Gerbillus gerbillus","Least Concern"
"1965","Gerbillus gleadowi","Least Concern"
"1966","Gerbillus grobbeni","Data Deficient"
"1967","Gerbillus harwoodi","Least Concern"
"1968","Gerbillus henleyi","Least Concern"
"1969","Gerbillus henleyi","Least Concern"
"1970","Gerbillus hesperinus","Endangered"
"1971","Gerbillus hoogstraali","Vulnerable"
"1972","Gerbillus jamesi","Data Deficient"
"1973","Gerbillus juliani","Least Concern"
"1974","Gerbillus latastei","Data Deficient"
"1975","Gerbillus lowei","Data Deficient"
"1976","Gerbillus mackilligini","Least Concern"
"1977","Gerbillus mackilligini","Least Concern"
"1978","Gerbillus maghrebi","Least Concern"
"1979","Gerbillus mesopotamiae","Least Concern"
"1980","Gerbillus mesopotamiae","Least Concern"
"1981","Gerbillus muriculus","Data Deficient"
"1982","Gerbillus nancillus","Data Deficient"
"1983","Gerbillus nanus","Least Concern"
"1984","Gerbillus nanus","Least Concern"
"1985","Gerbillus nigeriae","Least Concern"
"1986","Gerbillus occiduus","Data Deficient"
"1987","Gerbillus percivali","Data Deficient"
"1988","Gerbillus perpallidus","Least Concern"
"1989","Gerbillus poecilops","Least Concern"
"1990","Gerbillus principulus","Data Deficient"
"1991","Gerbillus pulvinatus","Least Concern"
"1992","Gerbillus pusillus","Least Concern"
"1993","Gerbillus pyramidum","Least Concern"
"1994","Gerbillus pyramidum","Least Concern"
"1995","Gerbillus rosalinda","Least Concern"
"1996","Gerbillus rupicola","Least Concern"
"1997","Gerbillus simoni","Least Concern"
"1998","Gerbillus somalicus","Data Deficient"
"1999","Gerbillus stigmonyx","Data Deficient"
"2000","Gerbillus tarabuli","Least Concern"
"2001","Gerbillus tarabuli","Least Concern"
"2002","Gerbillus watersi","Least Concern"
"2003","Giraffa camelopardalis","Vulnerable"
"2004","Glaucomys sabrinus","Least Concern"
"2005","Glaucomys volans","Least Concern"
"2006","Glauconycteris alboguttata","Least Concern"
"2007","Glauconycteris argentata","Least Concern"
"2008","Glauconycteris beatrix","Least Concern"
"2009","Glauconycteris curryae","Data Deficient"
"2010","Glauconycteris egeria","Data Deficient"
"2011","Glauconycteris gleni","Data Deficient"
"2012","Glauconycteris humeralis","Data Deficient"
"2013","Glauconycteris kenyacola","Data Deficient"
"2014","Glauconycteris machadoi","Data Deficient"
"2015","Glauconycteris poensis","Least Concern"
"2016","Glauconycteris superba","Least Concern"
"2017","Glauconycteris variegata","Least Concern"
"2018","Glironia venusta","Least Concern"
"2019","Glirulus japonicus","Least Concern"
"2020","Glischropus bucephalus","Least Concern"
"2021","Glischropus javanus","Data Deficient"
"2022","Glischropus tylopus","Least Concern"
"2023","Glis glis","Least Concern"
"2024","Glis glis","Least Concern"
"2025","Glis glis","Least Concern"
"2026","Globicephala macrorhynchus","Least Concern"
"2027","Globicephala melas","Data Deficient"
"2028","Globicephala melas","Data Deficient"
"2029","Globicephala melas","Least Concern"
"2030","Glossophaga commissarisi","Least Concern"
"2031","Glossophaga leachii","Least Concern"
"2032","Glossophaga longirostris","Least Concern"
"2033","Glossophaga morenoi","Least Concern"
"2034","Glossophaga soricina","Least Concern"
"2035","Glyphonycteris behnii","Data Deficient"
"2036","Glyphonycteris daviesi","Least Concern"
"2037","Glyphonycteris sylvestris","Least Concern"
"2038","Glyphotes simus","Data Deficient"
"2039","Golunda ellioti","Least Concern"
"2040","Gorilla beringei","Critically Endangered"
"2041","Gorilla gorilla","Critically Endangered"
"2042","Gracilimus radix","Data Deficient"
"2043","Gracilinanus aceramarcae","Least Concern"
"2044","Gracilinanus agilis","Least Concern"
"2045","Gracilinanus dryas","Least Concern"
"2046","Gracilinanus emiliae","Data Deficient"
"2047","Gracilinanus marica","Least Concern"
"2048","Gracilinanus microtarsus","Least Concern"
"2049","Grammomys aridulus","Data Deficient"
"2050","Grammomys brevirostris","Data Deficient"
"2051","Grammomys buntingi","Data Deficient"
"2052","Grammomys caniceps","Data Deficient"
"2053","Grammomys cometes","Least Concern"
"2054","Grammomys dolichurus","Least Concern"
"2055","Grammomys dryas","Least Concern"
"2056","Grammomys gigas","Endangered"
"2057","Grammomys ibeanus","Least Concern"
"2058","Grammomys kuru","Least Concern"
"2059","Grammomys macmillani","Least Concern"
"2060","Grammomys minnae","Vulnerable"
"2061","Grammomys selousi","Least Concern"
"2062","Grampus griseus","Data Deficient"
"2063","Grampus griseus","Data Deficient"
"2064","Grampus griseus","Least Concern"
"2065","Graomys chacoensis","Data Deficient"
"2066","Graomys domorum","Least Concern"
"2067","Graomys edithae","Data Deficient"
"2068","Graomys griseoflavus","Least Concern"
"2069","Graphiurus angolensis","Data Deficient"
"2070","Graphiurus christyi","Least Concern"
"2071","Graphiurus crassicaudatus","Data Deficient"
"2072","Graphiurus johnstoni","Data Deficient"
"2073","Graphiurus kelleni","Least Concern"
"2074","Graphiurus lorraineus","Least Concern"
"2075","Graphiurus microtis","Least Concern"
"2076","Graphiurus monardi","Data Deficient"
"2077","Graphiurus murinus","Least Concern"
"2078","Graphiurus nagtglasii","Least Concern"
"2079","Graphiurus ocularis","Least Concern"
"2080","Graphiurus platyops","Least Concern"
"2081","Graphiurus rupicola","Least Concern"
"2082","Graphiurus surdus","Data Deficient"
"2083","Graphiurus walterverheyeni","Data Deficient"
"2084","Gulo gulo","Least Concern"
"2085","Gulo gulo","Vulnerable"
"2086","Gyldenstolpia fronto","Critically Endangered"
"2087","Gymnobelideus leadbeateri","Critically Endangered"
"2088","Gymnuromys roberti","Least Concern"
"2089","Habromys chinanteco","Critically Endangered"
"2090","Habromys delicatulus","Endangered"
"2091","Habromys ixtlani","Critically Endangered"
"2092","Habromys lepturus","Critically Endangered"
"2093","Habromys lophurus","Near Threatened"
"2094","Habromys schmidlyi","Critically Endangered"
"2095","Habromys simulatus","Critically Endangered"
"2096","Hadromys humei","Endangered"
"2097","Hadromys yunnanensis","Data Deficient"
"2098","Haeromys margarettae","Data Deficient"
"2099","Haeromys minahassae","Vulnerable"
"2100","Haeromys pusillus","Vulnerable"
"2101","Halichoerus grypus","Least Concern"
"2102","Halichoerus grypus","Least Concern"
"2103","Halmaheramys bokimekot","Data Deficient"
"2104","Handleyomys alfaroi","Least Concern"
"2105","Handleyomys chapmani","Vulnerable"
"2106","Handleyomys fuscatus","Least Concern"
"2107","Handleyomys intectus","Least Concern"
"2108","Handleyomys melanotis","Least Concern"
"2109","Handleyomys rhabdops","Endangered"
"2110","Handleyomys rostratus","Least Concern"
"2111","Handleyomys saturatior","Least Concern"
"2112","Hapalemur alaotrensis","Critically Endangered"
"2113","Hapalemur aureus","Critically Endangered"
"2114","Hapalemur griseus","Vulnerable"
"2115","Hapalemur meridionalis","Vulnerable"
"2116","Hapalemur occidentalis","Vulnerable"
"2117","Hapalomys delacouri","Vulnerable"
"2118","Hapalomys longicaudatus","Endangered"
"2119","Haplonycteris fischeri","Least Concern"
"2120","Harpiocephalus harpia","Least Concern"
"2121","Harpiola grisea","Data Deficient"
"2122","Harpiola isodon","Least Concern"
"2123","Harpyionycteris celebensis","Vulnerable"
"2124","Harpyionycteris whiteheadi","Least Concern"
"2125","Heimyscus fumosus","Least Concern"
"2126","Helarctos malayanus","Vulnerable"
"2127","Heliophobius argenteocinereus","Least Concern"
"2128","Heliosciurus gambianus","Least Concern"
"2129","Heliosciurus mutabilis","Least Concern"
"2130","Heliosciurus punctatus","Data Deficient"
"2131","Heliosciurus rufobrachium","Least Concern"
"2132","Heliosciurus ruwenzorii","Least Concern"
"2133","Heliosciurus undulatus","Data Deficient"
"2134","Helogale hirtula","Least Concern"
"2135","Helogale parvula","Least Concern"
"2136","Hemibelideus lemuroides","Near Threatened"
"2137","Hemicentetes nigriceps","Least Concern"
